CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Highland Park,vic,2019_W03,3.01E-08,1.94E-39,3.01E-08,4.39E+23,3.01E-08,1
Interbay,vic,2019_W03,5.09E-05,2.79E-10,5.09E-05,9.17311659,5.09E-05,4
Judkins Park,vic,2019_W03,8.94E-05,5.10E-10,8.94E-05,15.52366044,8.94E-05,5
Laurelhurst/Sand Point,vic,2019_W03,3.46E-05,1.69E-10,3.46E-05,6.979271028,3.46E-05,4
Licton Springs,vic,2019_W03,5.91E-05,3.01E-10,5.91E-05,11.50786998,5.91E-05,4
Madison Park,vic,2019_W03,3.86E-08,8.92E-40,3.86E-08,1.57E+24,3.87E-08,1
Madrona/Leschi,vic,2019_W03,7.15E-05,3.93E-10,7.15E-05,12.86313855,7.15E-05,4
Magnolia,vic,2019_W03,3.70E-05,1.44E-10,3.70E-05,9.402610016,3.70E-05,4
Miller Park,vic,2019_W03,3.86E-05,1.89E-10,3.86E-05,7.813135119,3.86E-05,4
Montlake/Portage Bay,vic,2019_W03,0.000118723,6.73E-10,0.000118702,20.72726016,0.000118723,5
Mt. Baker/North Rainier,vic,2019_W03,9.27E-05,5.02E-10,9.27E-05,16.95611815,9.27E-05,5
NA,vic,2019_W03,8.92E-08,4.31E-41,8.91E-08,1.73E+26,8.93E-08,2
North Beach/Blue Ridge,vic,2019_W03,1.97E-08,6.46E-39,1.97E-08,5.69E+22,1.98E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W03,1.08E-05,4.87E-11,1.08E-05,2.373479401,1.08E-05,3
North Capitol Hill,vic,2019_W03,4.00E-05,1.77E-10,4.00E-05,8.920799476,4.00E-05,4
North Delridge,vic,2019_W03,6.04E-05,2.92E-10,6.04E-05,12.35806603,6.04E-05,4
Northgate/Maple Leaf,vic,2019_W03,3.54E-05,2.05E-10,3.54E-05,6.056459807,3.54E-05,4
Olympic Hills/Victory Heights,vic,2019_W03,9.38E-07,3.50E-12,9.39E-07,0.248220064,9.39E-07,2
Pioneer Square/International District,vic,2019_W03,2.92E-05,1.63E-10,2.92E-05,5.182723279,2.92E-05,4
Queen Anne,vic,2019_W03,3.33E-05,1.84E-10,3.33E-05,5.961160188,3.33E-05,4
Rainier Beach,vic,2019_W03,1.49E-08,1.35E-38,1.49E-08,1.55E+22,1.49E-08,1
Ravenna/Bryant,vic,2019_W03,3.66E-05,2.06E-10,3.66E-05,6.449408218,3.66E-05,4
Riverview,vic,2019_W03,5.18E-05,2.29E-10,5.18E-05,11.63023858,5.18E-05,4
Roxhill/Westwood,vic,2019_W03,7.37E-07,1.09E-12,7.37E-07,0.489959587,7.39E-07,2
Seward Park,vic,2019_W03,2.06E-08,5.73E-39,2.06E-08,6.99E+22,2.06E-08,1
South Beacon Hill/NewHolly,vic,2019_W03,2.20E-08,4.78E-39,2.20E-08,9.56E+22,2.21E-08,1
South Park,vic,2019_W03,4.47E-05,2.15E-10,4.47E-05,9.207589774,4.47E-05,4
Sunset Hill/Loyal Heights,vic,2019_W03,0.000140857,8.24E-10,0.000140833,23.82813487,0.000140857,5
University District,vic,2019_W03,7.56E-06,3.65E-11,7.56E-06,1.54822099,7.56E-06,3
Wallingford,vic,2019_W03,7.98E-05,4.72E-10,7.98E-05,13.34948479,7.98E-05,5
Wedgwood/View Ridge,vic,2019_W03,1.17E-05,5.38E-11,1.17E-05,2.530306674,1.17E-05,3
West Seattle Junction/Genesee Hill,vic,2019_W03,1.98E-05,7.48E-11,1.98E-05,5.198488942,1.98E-05,3
Whittier Heights,vic,2019_W03,2.07E-08,5.64E-39,2.07E-08,7.19E+22,2.08E-08,1
Alki/Admiral,vic,2019_W04,0.00010846,5.73E-10,0.000108441,20.3266667,0.000108461,5
Arbor Heights,vic,2019_W04,2.71E-05,1.10E-10,2.71E-05,6.568400265,2.71E-05,4
Ballard,vic,2019_W04,0.000114759,6.54E-10,0.000114739,19.92987712,0.000114759,5
Beacon Hill,vic,2019_W04,2.92E-08,1.18E-36,2.92E-08,6.84E+20,2.92E-08,1
Belltown,vic,2019_W04,0.000123018,7.27E-10,0.000122997,20.60943925,0.000123018,5
Broadview/Bitter Lake,vic,2019_W04,3.67E-08,6.37E-37,3.67E-08,2.00E+21,3.67E-08,1
Capitol Hill,vic,2019_W04,1.51E-05,7.50E-11,1.51E-05,2.996418252,1.51E-05,3
Cascade/Eastlake,vic,2019_W04,6.15E-05,3.46E-10,6.14E-05,10.81222504,6.15E-05,4
Cedar Park/Meadowbrook,vic,2019_W04,0.00013603,8.17E-10,0.000136007,22.43337963,0.00013603,5
Central Area/Squire Park,vic,2019_W04,8.97E-05,5.35E-10,8.97E-05,14.88445712,8.97E-05,5
Columbia City,vic,2019_W04,3.07E-05,1.60E-10,3.07E-05,5.843909911,3.07E-05,4
Downtown Commercial Core,vic,2019_W04,1.38E-05,5.97E-11,1.38E-05,3.164858892,1.38E-05,3
Duwamish/SODO,vic,2019_W04,2.17E-05,8.01E-11,2.17E-05,5.819955114,2.17E-05,3
Fauntleroy/Seaview,vic,2019_W04,1.39E-08,4.10E-15,1.39E-08,0.045900901,1.39E-08,1
First Hill,vic,2019_W04,5.50E-05,3.05E-10,5.50E-05,9.818831301,5.50E-05,4
Fremont,vic,2019_W04,4.05E-05,2.22E-10,4.05E-05,7.306566963,4.05E-05,4
Georgetown,vic,2019_W04,8.69E-06,2.17E-11,8.69E-06,3.4376233,8.69E-06,3
Green Lake,vic,2019_W04,1.90E-05,9.12E-11,1.90E-05,3.91037774,1.90E-05,3
Greenwood/Phinney Ridge,vic,2019_W04,0.000131502,7.67E-10,0.00013148,22.30977852,0.000131503,5
Haller Lake,vic,2019_W04,3.98E-08,5.09E-37,3.98E-08,2.94E+21,3.99E-08,1
High Point,vic,2019_W04,2.09E-06,4.11E-12,2.09E-06,1.047431097,2.09E-06,2
Highland Park,vic,2019_W04,4.02E-08,4.96E-37,4.01E-08,3.07E+21,4.02E-08,1
Interbay,vic,2019_W04,5.91E-05,3.30E-10,5.91E-05,10.48094101,5.91E-05,4
Judkins Park,vic,2019_W04,0.000110034,6.34E-10,0.000110015,18.90118157,0.000110034,5
Laurelhurst/Sand Point,vic,2019_W04,4.24E-05,2.16E-10,4.24E-05,8.259758561,4.24E-05,4
Licton Springs,vic,2019_W04,5.84E-05,2.96E-10,5.84E-05,11.41077682,5.84E-05,4
Madison Park,vic,2019_W04,5.15E-08,2.40E-37,5.15E-08,1.04E+22,5.16E-08,1
Madrona/Leschi,vic,2019_W04,8.61E-05,4.82E-10,8.61E-05,15.24231633,8.61E-05,5
Magnolia,vic,2019_W04,2.94E-05,1.02E-10,2.93E-05,8.358647654,2.94E-05,4
Miller Park,vic,2019_W04,4.74E-05,2.40E-10,4.74E-05,9.246661908,4.74E-05,4
Montlake/Portage Bay,vic,2019_W04,0.000133295,7.63E-10,0.000133272,23.05671599,0.000133295,5
Mt. Baker/North Rainier,vic,2019_W04,0.000121804,6.71E-10,0.000121783,21.87404631,0.000121806,5
NA,vic,2019_W04,1.19E-07,1.37E-38,1.19E-07,9.68E+23,1.19E-07,2
North Beach/Blue Ridge,vic,2019_W04,2.64E-08,1.53E-36,2.64E-08,4.31E+20,2.64E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W04,1.54E-05,7.27E-11,1.54E-05,3.227357998,1.54E-05,3
North Capitol Hill,vic,2019_W04,5.22E-05,2.43E-10,5.21E-05,11.06389747,5.22E-05,4
North Delridge,vic,2019_W04,7.42E-05,3.72E-10,7.42E-05,14.62585835,7.42E-05,4
Northgate/Maple Leaf,vic,2019_W04,4.63E-05,2.70E-10,4.63E-05,7.849955024,4.63E-05,4
Olympic Hills/Victory Heights,vic,2019_W04,1.57E-06,6.26E-12,1.58E-06,0.391446366,1.58E-06,2
Pioneer Square/International District,vic,2019_W04,3.75E-05,2.12E-10,3.75E-05,6.557992443,3.75E-05,4
Queen Anne,vic,2019_W04,4.56E-05,2.56E-10,4.56E-05,8.032564274,4.56E-05,4
Rainier Beach,vic,2019_W04,1.99E-08,3.02E-36,1.99E-08,1.24E+20,1.99E-08,1
Ravenna/Bryant,vic,2019_W04,5.05E-05,2.88E-10,5.05E-05,8.7820115,5.05E-05,4
Riverview,vic,2019_W04,6.76E-05,3.14E-10,6.76E-05,14.42479975,6.76E-05,4
Roxhill/Westwood,vic,2019_W04,1.25E-06,2.19E-12,1.25E-06,0.706244563,1.26E-06,2
Seward Park,vic,2019_W04,2.75E-08,1.37E-36,2.75E-08,5.26E+20,2.76E-08,1
South Beacon Hill/NewHolly,vic,2019_W04,2.94E-08,1.15E-36,2.94E-08,7.10E+20,2.94E-08,1
South Park,vic,2019_W04,3.94E-05,1.81E-10,3.94E-05,8.521499144,3.94E-05,4
Sunset Hill/Loyal Heights,vic,2019_W04,0.00016292,9.59E-10,0.000162892,27.39478537,0.00016292,5
University District,vic,2019_W04,1.21E-05,6.02E-11,1.21E-05,2.394535389,1.21E-05,3
Wallingford,vic,2019_W04,9.37E-05,5.58E-10,9.37E-05,15.5884249,9.37E-05,5
Wedgwood/View Ridge,vic,2019_W04,1.65E-05,7.89E-11,1.65E-05,3.395554312,1.65E-05,3
West Seattle Junction/Genesee Hill,vic,2019_W04,2.48E-05,1.01E-10,2.48E-05,6.006192642,2.48E-05,4
Whittier Heights,vic,2019_W04,2.77E-08,1.34E-36,2.77E-08,5.40E+20,2.77E-08,1
Alki/Admiral,vic,2019_W05,0.000132958,7.17E-10,0.000132935,24.39215671,0.000132958,5
Arbor Heights,vic,2019_W05,3.36E-05,1.47E-10,3.36E-05,7.621257691,3.36E-05,4
Ballard,vic,2019_W05,0.000136146,7.84E-10,0.000136123,23.40665787,0.000136146,5
Beacon Hill,vic,2019_W05,3.87E-08,2.14E-34,3.87E-08,6.63583E+18,3.87E-08,1
Belltown,vic,2019_W05,0.00013705,8.13E-10,0.000137026,22.87132916,0.00013705,5
Broadview/Bitter Lake,vic,2019_W05,4.86E-08,1.21E-34,4.86E-08,1.86349E+19,4.87E-08,1
Capitol Hill,vic,2019_W05,2.27E-05,1.17E-10,2.27E-05,4.381495993,2.27E-05,4
Cascade/Eastlake,vic,2019_W05,8.26E-05,4.71E-10,8.26E-05,14.3363297,8.26E-05,5
Cedar Park/Meadowbrook,vic,2019_W05,0.000173397,1.04E-09,0.000173367,28.49544664,0.000173397,5
Central Area/Squire Park,vic,2019_W05,0.000109268,6.55E-10,0.000109249,18.04769206,0.000109268,5
Columbia City,vic,2019_W05,4.15E-05,2.22E-10,4.15E-05,7.687084509,4.15E-05,4
Downtown Commercial Core,vic,2019_W05,1.91E-05,8.74E-11,1.91E-05,4.130220484,1.91E-05,3
Duwamish/SODO,vic,2019_W05,2.81E-05,1.13E-10,2.81E-05,6.916024867,2.81E-05,4
Fauntleroy/Seaview,vic,2019_W05,3.10E-08,1.19E-14,3.10E-08,0.079145679,3.11E-08,1
First Hill,vic,2019_W05,6.76E-05,3.81E-10,6.76E-05,11.87908502,6.76E-05,4
Fremont,vic,2019_W05,5.28E-05,2.95E-10,5.28E-05,9.360138496,5.28E-05,4
Georgetown,vic,2019_W05,1.29E-05,3.67E-11,1.29E-05,4.458785211,1.29E-05,3
Green Lake,vic,2019_W05,2.81E-05,1.40E-10,2.81E-05,5.583782984,2.81E-05,4
Greenwood/Phinney Ridge,vic,2019_W05,0.000163984,9.64E-10,0.000163956,27.61790306,0.000163984,5
Haller Lake,vic,2019_W05,5.27E-08,9.76E-35,5.27E-08,2.70444E+19,5.28E-08,1
High Point,vic,2019_W05,3.38E-06,7.73E-12,3.38E-06,1.460077041,3.39E-06,3
Highland Park,vic,2019_W05,5.32E-08,9.54E-35,5.32E-08,2.82E+19,5.32E-08,1
Interbay,vic,2019_W05,6.82E-05,3.86E-10,6.81E-05,11.92618197,6.82E-05,4
Judkins Park,vic,2019_W05,0.000134387,7.82E-10,0.000134364,22.87760322,0.000134387,5
Laurelhurst/Sand Point,vic,2019_W05,5.17E-05,2.71E-10,5.17E-05,9.758506826,5.17E-05,4
Licton Springs,vic,2019_W05,5.72E-05,2.85E-10,5.72E-05,11.34359189,5.72E-05,4
Madison Park,vic,2019_W05,6.82E-08,4.82E-35,6.82E-08,9.16043E+19,6.82E-08,1
Madrona/Leschi,vic,2019_W05,0.000102921,5.83E-10,0.000102903,17.97531562,0.000102921,5
Magnolia,vic,2019_W05,2.31E-05,7.01E-11,2.31E-05,7.52393475,2.31E-05,4
Miller Park,vic,2019_W05,5.77E-05,3.02E-10,5.77E-05,10.92453221,5.77E-05,4
Montlake/Portage Bay,vic,2019_W05,0.000148501,8.56E-10,0.000148475,25.51483901,0.000148501,5
Mt. Baker/North Rainier,vic,2019_W05,0.000158745,8.89E-10,0.000158717,28.06918307,0.000158746,5
NA,vic,2019_W05,1.57E-07,3.20E-36,1.57E-07,7.28E+21,1.57E-07,2
North Beach/Blue Ridge,vic,2019_W05,3.50E-08,2.73E-34,3.49E-08,4.26063E+18,3.50E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W05,2.18E-05,1.07E-10,2.18E-05,4.376245659,2.18E-05,3
North Capitol Hill,vic,2019_W05,6.75E-05,3.29E-10,6.75E-05,13.70678627,6.75E-05,4
North Delridge,vic,2019_W05,9.03E-05,4.68E-10,9.03E-05,17.28019149,9.03E-05,5
Northgate/Maple Leaf,vic,2019_W05,6.02E-05,3.54E-10,6.02E-05,10.11057259,6.02E-05,4
Olympic Hills/Victory Heights,vic,2019_W05,2.62E-06,1.10E-11,2.62E-06,0.615406972,2.62E-06,2
Pioneer Square/International District,vic,2019_W05,4.79E-05,2.75E-10,4.79E-05,8.253544827,4.79E-05,4
Queen Anne,vic,2019_W05,6.20E-05,3.53E-10,6.20E-05,10.76218794,6.20E-05,4
Rainier Beach,vic,2019_W05,2.64E-08,5.15E-34,2.64E-08,1.28638E+18,2.64E-08,1
Ravenna/Bryant,vic,2019_W05,6.92E-05,3.99E-10,6.92E-05,11.8863859,6.92E-05,4
Riverview,vic,2019_W05,8.75E-05,4.24E-10,8.75E-05,17.87115402,8.75E-05,5
Roxhill/Westwood,vic,2019_W05,2.12E-06,4.32E-12,2.12E-06,1.020919998,2.12E-06,2
Seward Park,vic,2019_W05,3.65E-08,2.46E-34,3.65E-08,5.15124E+18,3.65E-08,1
South Beacon Hill/NewHolly,vic,2019_W05,3.90E-08,2.10E-34,3.90E-08,6.87706E+18,3.90E-08,1
South Park,vic,2019_W05,3.45E-05,1.49E-10,3.45E-05,7.933198894,3.45E-05,4
Sunset Hill/Loyal Heights,vic,2019_W05,0.000186987,1.11E-09,0.000186955,31.29398263,0.000186988,5
University District,vic,2019_W05,1.91E-05,9.82E-11,1.91E-05,3.68506562,1.91E-05,3
Wallingford,vic,2019_W05,0.00010918,6.53E-10,0.000109161,18.08238918,0.00010918,5
Wedgwood/View Ridge,vic,2019_W05,2.29E-05,1.14E-10,2.29E-05,4.543881496,2.29E-05,4
West Seattle Junction/Genesee Hill,vic,2019_W05,3.08E-05,1.35E-10,3.08E-05,6.968855237,3.08E-05,4
Whittier Heights,vic,2019_W05,3.67E-08,2.42E-34,3.67E-08,5.28793E+18,3.67E-08,1
Alki/Admiral,vic,2019_W06,0.000160498,8.81E-10,0.00016047,28.94211649,0.000160498,5
Arbor Heights,vic,2019_W06,4.11E-05,1.90E-10,4.11E-05,8.813988819,4.11E-05,4
Ballard,vic,2019_W06,0.000159051,9.23E-10,0.000159023,27.13225392,0.000159051,5
Beacon Hill,vic,2019_W06,5.05E-08,2.71E-32,5.04E-08,8.95652E+16,5.05E-08,1
Belltown,vic,2019_W06,0.000150349,8.94E-10,0.000150323,25.02907793,0.000150349,5
Broadview/Bitter Lake,vic,2019_W06,6.34E-08,1.58E-32,6.34E-08,2.42834E+17,6.35E-08,1
Capitol Hill,vic,2019_W06,3.37E-05,1.78E-10,3.37E-05,6.329326019,3.38E-05,4
Cascade/Eastlake,vic,2019_W06,0.000109347,6.31E-10,0.000109328,18.75536713,0.000109347,5
Cedar Park/Meadowbrook,vic,2019_W06,0.000217651,1.31E-09,0.000217614,35.66544887,0.000217651,5
Central Area/Squire Park,vic,2019_W06,0.000131048,7.88E-10,0.000131025,21.56805747,0.000131048,5
Columbia City,vic,2019_W06,5.52E-05,3.02E-10,5.52E-05,9.993960497,5.52E-05,4
Downtown Commercial Core,vic,2019_W06,2.60E-05,1.25E-10,2.60E-05,5.345531524,2.60E-05,4
Duwamish/SODO,vic,2019_W06,3.58E-05,1.55E-10,3.58E-05,8.196647738,3.58E-05,4
Fauntleroy/Seaview,vic,2019_W06,6.82E-08,3.36E-14,6.83E-08,0.135681929,6.84E-08,1
First Hill,vic,2019_W06,8.19E-05,4.68E-10,8.19E-05,14.1963156,8.19E-05,5
Fremont,vic,2019_W06,6.79E-05,3.86E-10,6.79E-05,11.841388,6.79E-05,4
Georgetown,vic,2019_W06,1.87E-05,6.02E-11,1.87E-05,5.768929991,1.88E-05,3
Green Lake,vic,2019_W06,4.10E-05,2.11E-10,4.10E-05,7.882155793,4.10E-05,4
Greenwood/Phinney Ridge,vic,2019_W06,0.000201362,1.19E-09,0.000201328,33.7113952,0.000201363,5
Haller Lake,vic,2019_W06,6.88E-08,1.30E-32,6.87E-08,3.48088E+17,6.88E-08,1
High Point,vic,2019_W06,5.39E-06,1.41E-11,5.39E-06,2.027711422,5.39E-06,3
Highland Park,vic,2019_W06,6.94E-08,1.27E-32,6.93E-08,3.61886E+17,6.94E-08,1
Interbay,vic,2019_W06,7.74E-05,4.42E-10,7.74E-05,13.41198252,7.74E-05,4
Judkins Park,vic,2019_W06,0.000161623,9.47E-10,0.000161595,27.31594524,0.000161623,5
Laurelhurst/Sand Point,vic,2019_W06,6.20E-05,3.33E-10,6.20E-05,11.42177406,6.20E-05,4
Licton Springs,vic,2019_W06,5.51E-05,2.68E-10,5.51E-05,11.22041065,5.51E-05,4
Madison Park,vic,2019_W06,8.89E-08,6.64E-33,8.88E-08,1.13314E+18,8.89E-08,2
Madrona/Leschi,vic,2019_W06,0.000121128,6.94E-10,0.000121107,20.93566181,0.000121128,5
Magnolia,vic,2019_W06,1.79E-05,4.65E-11,1.79E-05,6.801983094,1.79E-05,3
Miller Park,vic,2019_W06,6.92E-05,3.71E-10,6.92E-05,12.78657963,6.92E-05,4
Montlake/Portage Bay,vic,2019_W06,0.000162913,9.43E-10,0.000162885,27.87458542,0.000162914,5
Mt. Baker/North Rainier,vic,2019_W06,0.000203726,1.16E-09,0.000203691,35.55368052,0.000203727,5
NA,vic,2019_W06,2.04E-07,5.01E-34,2.04E-07,7.91005E+19,2.04E-07,2
North Beach/Blue Ridge,vic,2019_W06,4.56E-08,3.40E-32,4.56E-08,5.83975E+16,4.57E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W06,3.03E-05,1.55E-10,3.03E-05,5.872608191,3.03E-05,4
North Capitol Hill,vic,2019_W06,8.60E-05,4.35E-10,8.60E-05,16.83330924,8.60E-05,5
North Delridge,vic,2019_W06,0.000108354,5.75E-10,0.000108336,20.22588265,0.000108355,5
Northgate/Maple Leaf,vic,2019_W06,7.70E-05,4.57E-10,7.69E-05,12.84100023,7.70E-05,4
Olympic Hills/Victory Heights,vic,2019_W06,4.30E-06,1.91E-11,4.30E-06,0.957229723,4.30E-06,3
Pioneer Square/International District,vic,2019_W06,6.02E-05,3.49E-10,6.01E-05,10.2523351,6.02E-05,4
Queen Anne,vic,2019_W06,8.29E-05,4.79E-10,8.29E-05,14.2274861,8.29E-05,5
Rainier Beach,vic,2019_W06,3.45E-08,6.17E-32,3.44E-08,1.83941E+16,3.45E-08,1
Ravenna/Bryant,vic,2019_W06,9.34E-05,5.44E-10,9.34E-05,15.86887478,9.34E-05,5
Riverview,vic,2019_W06,0.00011147,5.60E-10,0.000111451,21.94823917,0.000111471,5
Roxhill/Westwood,vic,2019_W06,3.52E-06,8.31E-12,3.52E-06,1.469308034,3.52E-06,3
Seward Park,vic,2019_W06,4.77E-08,3.09E-32,4.76E-08,7.01365E+16,4.77E-08,1
South Beacon Hill/NewHolly,vic,2019_W06,5.09E-08,2.66E-32,5.09E-08,9.27063E+16,5.09E-08,1
South Park,vic,2019_W06,2.98E-05,1.19E-10,2.98E-05,7.372247184,2.98E-05,4
Sunset Hill/Loyal Heights,vic,2019_W06,0.000211333,1.25E-09,0.000211296,35.24834563,0.000211333,5
University District,vic,2019_W06,2.98E-05,1.57E-10,2.98E-05,5.60001898,2.98E-05,4
Wallingford,vic,2019_W06,0.000125255,7.51E-10,0.000125233,20.67717766,0.000125255,5
Wedgwood/View Ridge,vic,2019_W06,3.14E-05,1.63E-10,3.14E-05,6.017288603,3.14E-05,4
West Seattle Junction/Genesee Hill,vic,2019_W06,3.77E-05,1.75E-10,3.77E-05,8.059412763,3.77E-05,4
Whittier Heights,vic,2019_W06,4.79E-08,3.05E-32,4.79E-08,7.19333E+16,4.80E-08,1
Alki/Admiral,vic,2019_W07,0.000189292,1.05E-09,0.00018926,33.69005604,0.000189293,5
Arbor Heights,vic,2019_W07,4.91E-05,2.37E-10,4.91E-05,10.08220035,4.91E-05,4
Ballard,vic,2019_W07,0.00018154,1.06E-09,0.000181509,30.79925782,0.00018154,5
Beacon Hill,vic,2019_W07,6.44E-08,2.17E-30,6.43E-08,1.82883E+15,6.44E-08,1
Belltown,vic,2019_W07,0.000161151,9.59E-10,0.000161123,26.80032474,0.000161151,5
Broadview/Bitter Lake,vic,2019_W07,8.09E-08,1.30E-30,8.08E-08,4.81681E+15,8.09E-08,2
Capitol Hill,vic,2019_W07,4.90E-05,2.65E-10,4.90E-05,8.962123466,4.90E-05,4
Cascade/Eastlake,vic,2019_W07,0.000141413,8.24E-10,0.000141389,24.01940156,0.000141413,5
Cedar Park/Meadowbrook,vic,2019_W07,0.000266929,1.62E-09,0.000266883,43.64101683,0.000266929,5
Central Area/Squire Park,vic,2019_W07,0.00015356,9.26E-10,0.000153534,25.20526306,0.00015356,5
Columbia City,vic,2019_W07,7.18E-05,4.01E-10,7.18E-05,12.74157454,7.18E-05,4
Downtown Commercial Core,vic,2019_W07,3.46E-05,1.74E-10,3.46E-05,6.8081561,3.46E-05,4
Duwamish/SODO,vic,2019_W07,4.46E-05,2.04E-10,4.46E-05,9.614769511,4.46E-05,4
Fauntleroy/Seaview,vic,2019_W07,1.47E-07,9.21E-14,1.47E-07,0.229579615,1.47E-07,2
First Hill,vic,2019_W07,9.69E-05,5.59E-10,9.69E-05,16.62758851,9.69E-05,5
Fremont,vic,2019_W07,8.53E-05,4.91E-10,8.53E-05,14.67779537,8.53E-05,5
Georgetown,vic,2019_W07,2.67E-05,9.54E-11,2.67E-05,7.390013382,2.67E-05,4
Green Lake,vic,2019_W07,5.84E-05,3.09E-10,5.84E-05,10.91373118,5.84E-05,4
Greenwood/Phinney Ridge,vic,2019_W07,0.000241582,1.44E-09,0.00024154,40.25679078,0.000241582,5
Haller Lake,vic,2019_W07,8.77E-08,1.08E-30,8.76E-08,6.83516E+15,8.77E-08,2
High Point,vic,2019_W07,8.39E-06,2.50E-11,8.39E-06,2.784712704,8.40E-06,3
Highland Park,vic,2019_W07,8.84E-08,1.05E-30,8.83E-08,7.09774E+15,8.84E-08,2
Interbay,vic,2019_W07,8.58E-05,4.93E-10,8.58E-05,14.7904337,8.58E-05,5
Judkins Park,vic,2019_W07,0.000189915,1.12E-09,0.000189882,31.92242741,0.000189915,5
Laurelhurst/Sand Point,vic,2019_W07,7.26E-05,3.97E-10,7.26E-05,13.14082917,7.26E-05,4
Licton Springs,vic,2019_W07,5.19E-05,2.44E-10,5.19E-05,10.95746581,5.19E-05,4
Madison Park,vic,2019_W07,1.13E-07,5.69E-31,1.13E-07,2.15408E+16,1.13E-07,2
Madrona/Leschi,vic,2019_W07,0.000139281,8.04E-10,0.000139257,23.89337285,0.000139281,5
Magnolia,vic,2019_W07,1.35E-05,2.96E-11,1.35E-05,6.124024406,1.35E-05,3
Miller Park,vic,2019_W07,8.11E-05,4.43E-10,8.11E-05,14.71107535,8.11E-05,5
Montlake/Portage Bay,vic,2019_W07,0.000174619,1.01E-09,0.000174589,29.83036307,0.000174619,5
Mt. Baker/North Rainier,vic,2019_W07,0.00025545,1.46E-09,0.000255406,44.10410497,0.00025545,5
NA,vic,2019_W07,2.60E-07,4.74E-32,2.59E-07,1.35483E+18,2.60E-07,2
North Beach/Blue Ridge,vic,2019_W07,5.82E-08,2.69E-30,5.82E-08,1.2077E+15,5.82E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W07,4.13E-05,2.18E-10,4.12E-05,7.738219632,4.13E-05,4
North Capitol Hill,vic,2019_W07,0.000107069,5.58E-10,0.000107051,20.33380708,0.00010707,5
North Delridge,vic,2019_W07,0.000126974,6.86E-10,0.000126952,23.27035228,0.000126974,5
Northgate/Maple Leaf,vic,2019_W07,9.62E-05,5.74E-10,9.62E-05,15.95586939,9.62E-05,5
Olympic Hills/Victory Heights,vic,2019_W07,6.89E-06,3.21E-11,6.89E-06,1.461715912,6.89E-06,3
Pioneer Square/International District,vic,2019_W07,7.39E-05,4.33E-10,7.38E-05,12.47106811,7.39E-05,4
Queen Anne,vic,2019_W07,0.000108457,6.32E-10,0.000108439,18.41292118,0.000108458,5
Rainier Beach,vic,2019_W07,4.40E-08,4.70E-30,4.39E-08,3.94021E+14,4.40E-08,1
Ravenna/Bryant,vic,2019_W07,0.000123072,7.23E-10,0.000123051,20.73329316,0.000123072,5
Riverview,vic,2019_W07,0.000138783,7.19E-10,0.000138759,26.51303498,0.000138784,5
Roxhill/Westwood,vic,2019_W07,5.71E-06,1.54E-11,5.71E-06,2.08968749,5.72E-06,3
Seward Park,vic,2019_W07,6.08E-08,2.45E-30,6.07E-08,1.44249E+15,6.08E-08,1
South Beacon Hill/NewHolly,vic,2019_W07,6.49E-08,2.13E-30,6.48E-08,1.89104E+15,6.49E-08,1
South Park,vic,2019_W07,2.51E-05,9.20E-11,2.51E-05,6.784497862,2.51E-05,4
Sunset Hill/Loyal Heights,vic,2019_W07,0.000233365,1.39E-09,0.000233325,38.8424418,0.000233365,5
University District,vic,2019_W07,4.55E-05,2.45E-10,4.55E-05,8.337984199,4.55E-05,4
Wallingford,vic,2019_W07,0.000140397,8.44E-10,0.000140373,23.12647338,0.000140397,5
Wedgwood/View Ridge,vic,2019_W07,4.21E-05,2.25E-10,4.21E-05,7.824118435,4.21E-05,4
West Seattle Junction/Genesee Hill,vic,2019_W07,4.51E-05,2.18E-10,4.50E-05,9.218989757,4.51E-05,4
Whittier Heights,vic,2019_W07,6.11E-08,2.42E-30,6.11E-08,1.47833E+15,6.11E-08,1
Alki/Admiral,vic,2019_W08,0.000218488,1.23E-09,0.00021845,38.53752248,0.000218488,5
Arbor Heights,vic,2019_W08,5.75E-05,2.86E-10,5.75E-05,11.42730167,5.75E-05,4
Ballard,vic,2019_W08,0.000202786,1.19E-09,0.000202751,34.29454625,0.000202786,5
Beacon Hill,vic,2019_W08,8.03E-08,9.78E-29,8.03E-08,6.33467E+13,8.03E-08,1
Belltown,vic,2019_W08,0.000169043,1.01E-09,0.000169013,28.12656887,0.000169043,5
Broadview/Bitter Lake,vic,2019_W08,1.01E-07,5.98E-29,1.01E-07,1.63193E+14,1.01E-07,2
Capitol Hill,vic,2019_W08,6.95E-05,3.84E-10,6.95E-05,12.4591386,6.95E-05,4
Cascade/Eastlake,vic,2019_W08,0.000178979,1.05E-09,0.000178948,30.16124101,0.000178979,5
Cedar Park/Meadowbrook,vic,2019_W08,0.00032038,1.94E-09,0.000320325,52.29048897,0.00032038,5
Central Area/Squire Park,vic,2019_W08,0.000176101,1.06E-09,0.000176071,28.85217574,0.000176101,5
