CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Ballard,vic,2019_W13,0.000186488,1.07E-09,0.000186456,32.15831474,0.000186488,5
Beacon Hill,vic,2019_W13,1.28E-07,3.33E-26,1.28E-07,4.78617E+11,1.28E-07,2
Belltown,vic,2019_W13,0.000113536,6.58E-10,0.000113516,19.39896471,0.000113536,5
Broadview/Bitter Lake,vic,2019_W13,1.61E-07,2.05E-26,1.61E-07,1.22269E+12,1.61E-07,2
Capitol Hill,vic,2019_W13,0.00021217,1.24E-09,0.000212134,35.89079974,0.00021217,5
Cascade/Eastlake,vic,2019_W13,0.00030737,1.83E-09,0.000307318,51.17733474,0.000307371,5
Cedar Park/Meadowbrook,vic,2019_W13,0.000422069,2.56E-09,0.000421996,68.8508913,0.00042207,5
Central Area/Squire Park,vic,2019_W13,0.000184745,1.11E-09,0.000184713,30.38903905,0.000184745,5
Columbia City,vic,2019_W13,0.000161355,9.40E-10,0.000161328,27.43417338,0.000161356,5
Downtown Commercial Core,vic,2019_W13,8.89E-05,4.97E-10,8.88E-05,15.71352342,8.89E-05,5
Duwamish/SODO,vic,2019_W13,7.71E-05,3.83E-10,7.71E-05,15.36328279,7.71E-05,4
Fauntleroy/Seaview,vic,2019_W13,6.74E-06,1.41E-11,6.74E-06,3.184357029,6.74E-06,3
First Hill,vic,2019_W13,0.00012356,7.10E-10,0.000123539,21.29229808,0.00012356,5
Fremont,vic,2019_W13,0.000155378,9.12E-10,0.000155351,26.2143171,0.000155378,5
Georgetown,vic,2019_W13,0.000103567,5.22E-10,0.000103549,20.34046723,0.000103567,5
Green Lake,vic,2019_W13,0.000226745,1.31E-09,0.000226706,38.76700423,0.000226746,5
Greenwood/Phinney Ridge,vic,2019_W13,0.000334718,1.99E-09,0.00033466,55.71473632,0.000334718,5
Haller Lake,vic,2019_W13,1.74E-07,1.71E-26,1.74E-07,1.71896E+12,1.74E-07,2
High Point,vic,2019_W13,5.56E-05,2.69E-10,5.56E-05,11.37465757,5.56E-05,4
Highland Park,vic,2019_W13,1.76E-07,1.67E-26,1.76E-07,1.78165E+12,1.76E-07,2
Interbay,vic,2019_W13,7.42E-05,4.08E-10,7.42E-05,13.36786587,7.42E-05,4
Judkins Park,vic,2019_W13,0.000232284,1.36E-09,0.000232244,39.20311575,0.000232284,5
Laurelhurst/Sand Point,vic,2019_W13,8.74E-05,4.70E-10,8.74E-05,16.09507982,8.74E-05,5
Licton Springs,vic,2019_W13,1.69E-05,5.14E-11,1.69E-05,5.481575213,1.69E-05,3
Madison Park,vic,2019_W13,2.25E-07,9.26E-27,2.24E-07,5.24936E+12,2.25E-07,2
Madrona/Leschi,vic,2019_W13,0.000149581,8.48E-10,0.000149555,26.10603231,0.000149581,5
Magnolia,vic,2019_W13,1.18E-06,6.36E-13,1.18E-06,2.166634196,1.18E-06,2
Miller Park,vic,2019_W13,9.76E-05,5.23E-10,9.76E-05,18.01808733,9.76E-05,5
Montlake/Portage Bay,vic,2019_W13,0.000123029,6.80E-10,0.000123007,22.03843355,0.000123029,5
Mt. Baker/North Rainier,vic,2019_W13,0.00046134,2.69E-09,0.000461261,78.38734087,0.000461341,5
NA,vic,2019_W13,5.09E-07,8.27E-28,5.09E-07,3.01338E+14,5.09E-07,2
North Beach/Blue Ridge,vic,2019_W13,1.16E-07,4.07E-26,1.16E-07,3.20505E+11,1.16E-07,2
North Beacon Hill/Jefferson Park,vic,2019_W13,0.000121599,7.01E-10,0.000121579,20.89345585,0.0001216,5
North Capitol Hill,vic,2019_W13,0.000185306,1.01E-09,0.000185274,33.79948007,0.000185306,5
North Delridge,vic,2019_W13,0.000152767,8.11E-10,0.00015274,28.49958818,0.000152766,5
Northgate/Maple Leaf,vic,2019_W13,0.00017038,1.03E-09,0.000170351,28.03442947,0.00017038,5
Olympic Hills/Victory Heights,vic,2019_W13,5.42E-05,3.05E-10,5.42E-05,9.539483379,5.42E-05,4
Pioneer Square/International District,vic,2019_W13,0.000117562,6.96E-10,0.000117542,19.67078461,0.000117562,5
Queen Anne,vic,2019_W13,0.000252006,1.50E-09,0.000251963,41.81733563,0.000252007,5
Rainier Beach,vic,2019_W13,8.82E-08,6.91E-26,8.81E-08,1.08625E+11,8.81E-08,2
Ravenna/Bryant,vic,2019_W13,0.000299782,1.80E-09,0.000299731,49.50528603,0.000299783,5
Riverview,vic,2019_W13,0.000240195,1.30E-09,0.000240153,44.07145699,0.000240195,5
Roxhill/Westwood,vic,2019_W13,4.87E-05,2.26E-10,4.87E-05,10.3829426,4.87E-05,4
Seward Park,vic,2019_W13,1.21E-07,3.74E-26,1.21E-07,3.80443E+11,1.21E-07,2
South Beacon Hill/NewHolly,vic,2019_W13,1.30E-07,3.27E-26,1.29E-07,4.9444E+11,1.30E-07,2
South Park,vic,2019_W13,4.18E-06,6.91E-12,4.18E-06,2.501972628,4.18E-06,3
Sunset Hill/Loyal Heights,vic,2019_W13,0.000196631,1.15E-09,0.000196597,33.293674,0.000196632,5
University District,vic,2019_W13,0.000264864,1.55E-09,0.000264818,44.73433948,0.000264864,5
Wallingford,vic,2019_W13,0.0001294,7.69E-10,0.000129378,21.55087106,0.0001294,5
Wedgwood/View Ridge,vic,2019_W13,0.00011334,6.53E-10,0.000113321,19.48353732,0.00011334,5
West Seattle Junction/Genesee Hill,vic,2019_W13,6.10E-05,2.95E-10,6.10E-05,12.46875493,6.10E-05,4
Whittier Heights,vic,2019_W13,1.22E-07,3.70E-26,1.22E-07,3.89382E+11,1.22E-07,2
Alki/Admiral,vic,2019_W14,0.000199282,1.08E-09,0.000199247,36.31466086,0.000199281,5
Arbor Heights,vic,2019_W14,5.67E-05,2.62E-10,5.67E-05,12.15091474,5.67E-05,4
Ballard,vic,2019_W14,0.000151941,8.63E-10,0.000151915,26.49464475,0.000151941,5
Beacon Hill,vic,2019_W14,1.17E-07,4.68E-27,1.17E-07,2.81583E+12,1.17E-07,2
Belltown,vic,2019_W14,8.69E-05,4.98E-10,8.69E-05,14.99777815,8.69E-05,5
Broadview/Bitter Lake,vic,2019_W14,1.46E-07,2.83E-27,1.46E-07,7.30789E+12,1.46E-07,2
Capitol Hill,vic,2019_W14,0.000219737,1.29E-09,0.000219699,37.0827284,0.000219738,5
Cascade/Eastlake,vic,2019_W14,0.000283746,1.68E-09,0.000283698,47.37844515,0.000283747,5
Cedar Park/Meadowbrook,vic,2019_W14,0.000369517,2.24E-09,0.000369454,60.36637157,0.000369518,5
Central Area/Squire Park,vic,2019_W14,0.000154544,9.27E-10,0.000154517,25.51157159,0.000154544,5
Columbia City,vic,2019_W14,0.000149785,8.68E-10,0.000149759,25.60247186,0.000149785,5
Downtown Commercial Core,vic,2019_W14,8.44E-05,4.69E-10,8.43E-05,15.026031,8.44E-05,5
Duwamish/SODO,vic,2019_W14,6.86E-05,3.30E-10,6.85E-05,14.11606449,6.86E-05,4
Fauntleroy/Seaview,vic,2019_W14,1.03E-05,2.52E-11,1.03E-05,4.188371114,1.03E-05,3
First Hill,vic,2019_W14,0.000104364,5.93E-10,0.000104346,18.19587843,0.000104364,5
Fremont,vic,2019_W14,0.000139276,8.12E-10,0.000139252,23.64476977,0.000139276,5
Georgetown,vic,2019_W14,0.000105298,5.34E-10,0.000105279,20.53717236,0.000105298,5
Green Lake,vic,2019_W14,0.000230575,1.34E-09,0.000230535,39.35775256,0.000230575,5
Greenwood/Phinney Ridge,vic,2019_W14,0.000286658,1.70E-09,0.000286609,47.92187911,0.000286658,5
Haller Lake,vic,2019_W14,1.59E-07,2.34E-27,1.59E-07,1.03332E+13,1.59E-07,2
High Point,vic,2019_W14,6.18E-05,3.09E-10,6.18E-05,12.22739273,6.18E-05,4
Highland Park,vic,2019_W14,1.60E-07,2.30E-27,1.60E-07,1.07152E+13,1.60E-07,2
Interbay,vic,2019_W14,5.88E-05,3.16E-10,5.87E-05,10.80485875,5.88E-05,4
Judkins Park,vic,2019_W14,0.000194841,1.13E-09,0.000194807,33.113134,0.000194841,5
Laurelhurst/Sand Point,vic,2019_W14,7.31E-05,3.83E-10,7.31E-05,13.79646429,7.31E-05,4
Licton Springs,vic,2019_W14,1.14E-05,3.11E-11,1.14E-05,4.101387735,1.14E-05,3
Madison Park,vic,2019_W14,2.04E-07,1.25E-27,2.04E-07,3.21172E+13,2.04E-07,2
Madrona/Leschi,vic,2019_W14,0.000122779,6.87E-10,0.000122758,21.71820468,0.000122779,5
Magnolia,vic,2019_W14,6.38E-07,2.58E-13,6.38E-07,1.556839838,6.38E-07,2
Miller Park,vic,2019_W14,8.16E-05,4.27E-10,8.16E-05,15.44473619,8.16E-05,5
Montlake/Portage Bay,vic,2019_W14,9.41E-05,5.11E-10,9.41E-05,17.16417111,9.41E-05,5
Mt. Baker/North Rainier,vic,2019_W14,0.000412956,2.39E-09,0.000412885,70.53542652,0.000412957,5
NA,vic,2019_W14,4.62E-07,1.05E-28,4.62E-07,1.94705E+15,4.62E-07,2
North Beach/Blue Ridge,vic,2019_W14,1.06E-07,5.77E-27,1.06E-07,1.8726E+12,1.06E-07,2
North Beacon Hill/Jefferson Park,vic,2019_W14,0.000118102,6.79E-10,0.000118082,20.34370453,0.000118102,5
North Capitol Hill,vic,2019_W14,0.000164699,8.79E-10,0.00016467,30.54763407,0.000164698,5
North Delridge,vic,2019_W14,0.00012779,6.62E-10,0.000127768,24.4284736,0.00012779,5
Northgate/Maple Leaf,vic,2019_W14,0.000152024,9.12E-10,0.000151997,25.0872087,0.000152024,5
Olympic Hills/Victory Heights,vic,2019_W14,6.20E-05,3.53E-10,6.19E-05,10.76014222,6.20E-05,4
Pioneer Square/International District,vic,2019_W14,0.000103038,6.06E-10,0.00010302,17.34796942,0.000103038,5
Queen Anne,vic,2019_W14,0.000235245,1.40E-09,0.000235204,39.13144442,0.000235245,5
Rainier Beach,vic,2019_W14,8.03E-08,9.99E-27,8.02E-08,6.22337E+11,8.03E-08,1
Ravenna/Bryant,vic,2019_W14,0.000282053,1.69E-09,0.000282004,46.65801004,0.000282053,5
Riverview,vic,2019_W14,0.00021348,1.13E-09,0.000213443,39.83057655,0.000213479,5
Roxhill/Westwood,vic,2019_W14,5.65E-05,2.74E-10,5.65E-05,11.50762712,5.65E-05,4
Seward Park,vic,2019_W14,1.11E-07,5.28E-27,1.10E-07,2.22944E+12,1.10E-07,2
South Beacon Hill/NewHolly,vic,2019_W14,1.18E-07,4.60E-27,1.18E-07,2.91067E+12,1.18E-07,2
South Park,vic,2019_W14,2.52E-06,3.50E-12,2.52E-06,1.79075039,2.52E-06,2
Sunset Hill/Loyal Heights,vic,2019_W14,0.000155007,8.99E-10,0.00015498,26.45969573,0.000155007,5
University District,vic,2019_W14,0.000288182,1.70E-09,0.000288133,48.45882889,0.000288183,5
Wallingford,vic,2019_W14,0.000103545,6.12E-10,0.000103527,17.35106015,0.000103545,5
Wedgwood/View Ridge,vic,2019_W14,0.000108418,6.22E-10,0.000108399,18.7135176,0.000108418,5
West Seattle Junction/Genesee Hill,vic,2019_W14,5.20E-05,2.41E-10,5.20E-05,11.11082599,5.20E-05,4
Whittier Heights,vic,2019_W14,1.11E-07,5.22E-27,1.11E-07,2.28245E+12,1.11E-07,2
Alki/Admiral,vic,2019_W15,0.000156412,8.33E-10,0.000156384,29.07928765,0.000156411,5
Arbor Heights,vic,2019_W15,4.51E-05,1.97E-10,4.51E-05,10.21960602,4.51E-05,4
Ballard,vic,2019_W15,0.00011541,6.46E-10,0.00011539,20.40168603,0.00011541,5
Beacon Hill,vic,2019_W15,9.92E-08,2.62E-28,9.92E-08,3.61652E+13,9.92E-08,2
Belltown,vic,2019_W15,6.20E-05,3.51E-10,6.20E-05,10.82960835,6.20E-05,4
Broadview/Bitter Lake,vic,2019_W15,1.24E-07,1.55E-28,1.24E-07,9.58867E+13,1.24E-07,2
Capitol Hill,vic,2019_W15,0.000212159,1.24E-09,0.000212122,35.82119658,0.000212159,5
Cascade/Eastlake,vic,2019_W15,0.000244195,1.44E-09,0.000244153,40.96148789,0.000244195,5
Cedar Park/Meadowbrook,vic,2019_W15,0.000301597,1.82E-09,0.000301545,49.37161353,0.000301597,5
Central Area/Squire Park,vic,2019_W15,0.000120525,7.20E-10,0.000120504,19.9871316,0.000120525,5
Columbia City,vic,2019_W15,0.000129627,7.44E-10,0.000129605,22.35307477,0.000129627,5
Downtown Commercial Core,vic,2019_W15,7.47E-05,4.09E-10,7.46E-05,13.49125601,7.47E-05,4
Duwamish/SODO,vic,2019_W15,5.68E-05,2.61E-10,5.68E-05,12.252269,5.68E-05,4
Fauntleroy/Seaview,vic,2019_W15,1.48E-05,4.16E-11,1.48E-05,5.20900546,1.48E-05,3
First Hill,vic,2019_W15,8.22E-05,4.60E-10,8.22E-05,14.54352149,8.22E-05,5
Fremont,vic,2019_W15,0.000116387,6.73E-10,0.000116367,19.93720493,0.000116387,5
Georgetown,vic,2019_W15,9.98E-05,5.03E-10,9.98E-05,19.61147069,9.98E-05,5
Green Lake,vic,2019_W15,0.000218587,1.27E-09,0.000218549,37.38480504,0.000218588,5
Greenwood/Phinney Ridge,vic,2019_W15,0.000228871,1.35E-09,0.000228832,38.48048791,0.000228872,5
Haller Lake,vic,2019_W15,1.35E-07,1.27E-28,1.34E-07,1.36627E+14,1.34E-07,2
High Point,vic,2019_W15,6.40E-05,3.27E-10,6.40E-05,12.42198745,6.40E-05,4
Highland Park,vic,2019_W15,1.36E-07,1.25E-28,1.36E-07,1.41779E+14,1.36E-07,2
Interbay,vic,2019_W15,4.34E-05,2.28E-10,4.34E-05,8.173761546,4.34E-05,4
Judkins Park,vic,2019_W15,0.000152364,8.80E-10,0.000152337,26.12453583,0.000152364,5
Laurelhurst/Sand Point,vic,2019_W15,5.70E-05,2.90E-10,5.70E-05,11.09344834,5.70E-05,4
Licton Springs,vic,2019_W15,7.12E-06,1.74E-11,7.12E-06,2.888045971,7.12E-06,3
Madison Park,vic,2019_W15,1.73E-07,6.61E-29,1.73E-07,4.34919E+14,1.73E-07,2
Madrona/Leschi,vic,2019_W15,9.40E-05,5.17E-10,9.39E-05,16.89702004,9.40E-05,5
Magnolia,vic,2019_W15,3.21E-07,9.65E-14,3.21E-07,1.05640207,3.21E-07,2
Miller Park,vic,2019_W15,6.37E-05,3.23E-10,6.36E-05,12.41869268,6.37E-05,4
Montlake/Portage Bay,vic,2019_W15,6.71E-05,3.57E-10,6.71E-05,12.49923411,6.71E-05,4
Mt. Baker/North Rainier,vic,2019_W15,0.000344612,1.98E-09,0.000344553,59.30708438,0.000344612,5
NA,vic,2019_W15,3.91E-07,5.15E-30,3.91E-07,2.84083E+16,3.91E-07,2
North Beach/Blue Ridge,vic,2019_W15,8.99E-08,3.26E-28,8.98E-08,2.38263E+13,8.99E-08,2
North Beacon Hill/Jefferson Park,vic,2019_W15,0.000106936,6.10E-10,0.000106918,18.55527458,0.000106936,5
North Capitol Hill,vic,2019_W15,0.000136469,7.11E-10,0.000136445,25.91210235,0.000136468,5
North Delridge,vic,2019_W15,9.97E-05,5.01E-10,9.96E-05,19.64154713,9.97E-05,5
Northgate/Maple Leaf,vic,2019_W15,0.000126458,7.55E-10,0.000126436,20.9557989,0.000126458,5
Olympic Hills/Victory Heights,vic,2019_W15,6.61E-05,3.80E-10,6.61E-05,11.36787356,6.61E-05,4
Pioneer Square/International District,vic,2019_W15,8.42E-05,4.91E-10,8.42E-05,14.29558331,8.42E-05,5
Queen Anne,vic,2019_W15,0.000204724,1.21E-09,0.000204689,34.19726745,0.000204724,5
Rainier Beach,vic,2019_W15,6.82E-08,5.80E-28,6.81E-08,7.71225E+12,6.82E-08,1
Ravenna/Bryant,vic,2019_W15,0.000247396,1.48E-09,0.000247354,41.05243336,0.000247396,5
Riverview,vic,2019_W15,0.000176886,9.17E-10,0.000176855,33.78551907,0.000176885,5
Roxhill/Westwood,vic,2019_W15,6.10E-05,3.06E-10,6.10E-05,12.04714046,6.10E-05,4
Seward Park,vic,2019_W15,9.38E-08,2.97E-28,9.37E-08,2.84816E+13,9.38E-08,2
South Beacon Hill/NewHolly,vic,2019_W15,1.00E-07,2.57E-28,1.00E-07,3.74132E+13,1.00E-07,2
South Park,vic,2019_W15,1.41E-06,1.63E-12,1.41E-06,1.207829863,1.41E-06,2
Sunset Hill/Loyal Heights,vic,2019_W15,0.000113918,6.54E-10,0.000113898,19.6367027,0.000113918,5
University District,vic,2019_W15,0.000292315,1.72E-09,0.000292265,49.05526596,0.000292316,5
Wallingford,vic,2019_W15,7.72E-05,4.53E-10,7.72E-05,13.04161062,7.72E-05,4
Wedgwood/View Ridge,vic,2019_W15,9.67E-05,5.50E-10,9.67E-05,16.83639835,9.67E-05,5
West Seattle Junction/Genesee Hill,vic,2019_W15,4.14E-05,1.81E-10,4.14E-05,9.344951577,4.14E-05,4
Whittier Heights,vic,2019_W15,9.43E-08,2.93E-28,9.42E-08,2.91711E+13,9.43E-08,2
Alki/Admiral,vic,2019_W16,0.000115906,6.02E-10,0.000115886,22.07992047,0.000115907,5
Arbor Heights,vic,2019_W16,3.39E-05,1.38E-10,3.39E-05,8.215480085,3.39E-05,4
Ballard,vic,2019_W16,8.28E-05,4.56E-10,8.28E-05,14.87157702,8.28E-05,5
Beacon Hill,vic,2019_W16,7.95E-08,6.76E-30,7.94E-08,8.9598E+14,7.95E-08,1
Belltown,vic,2019_W16,4.17E-05,2.33E-10,4.17E-05,7.397325261,4.17E-05,4
Broadview/Bitter Lake,vic,2019_W16,9.95E-08,3.89E-30,9.94E-08,2.44068E+15,9.95E-08,2
Capitol Hill,vic,2019_W16,0.000193398,1.13E-09,0.000193365,32.76173563,0.000193398,5
Cascade/Eastlake,vic,2019_W16,0.000198416,1.16E-09,0.000198382,33.49583885,0.000198416,5
Cedar Park/Meadowbrook,vic,2019_W16,0.000232409,1.40E-09,0.000232369,38.15022477,0.000232409,5
Central Area/Squire Park,vic,2019_W16,8.87E-05,5.27E-10,8.87E-05,14.80128395,8.87E-05,5
Columbia City,vic,2019_W16,0.000105916,6.01E-10,0.000105897,18.4918658,0.000105916,5
Downtown Commercial Core,vic,2019_W16,6.24E-05,3.35E-10,6.24E-05,11.51873745,6.24E-05,4
Duwamish/SODO,vic,2019_W16,4.44E-05,1.92E-10,4.44E-05,10.17332488,4.44E-05,4
Fauntleroy/Seaview,vic,2019_W16,2.00E-05,6.37E-11,2.00E-05,6.205904475,2.00E-05,3
First Hill,vic,2019_W16,6.11E-05,3.36E-10,6.11E-05,11.01159051,6.11E-05,4
Fremont,vic,2019_W16,9.18E-05,5.24E-10,9.18E-05,15.91695015,9.18E-05,5
Georgetown,vic,2019_W16,8.93E-05,4.40E-10,8.93E-05,17.93685416,8.93E-05,5
Green Lake,vic,2019_W16,0.000195647,1.13E-09,0.000195613,33.64685279,0.000195647,5
Greenwood/Phinney Ridge,vic,2019_W16,0.000172526,1.01E-09,0.000172497,29.21673424,0.000172526,5
Haller Lake,vic,2019_W16,1.08E-07,3.16E-30,1.08E-07,3.51146E+15,1.08E-07,2
High Point,vic,2019_W16,6.26E-05,3.22E-10,6.26E-05,12.07782515,6.27E-05,4
Highland Park,vic,2019_W16,1.09E-07,3.10E-30,1.09E-07,3.64736E+15,1.09E-07,2
Interbay,vic,2019_W16,3.02E-05,1.54E-10,3.02E-05,5.861415247,3.02E-05,4
Judkins Park,vic,2019_W16,0.000112491,6.42E-10,0.000112472,19.49878532,0.000112491,5
Laurelhurst/Sand Point,vic,2019_W16,4.20E-05,2.06E-10,4.20E-05,8.474452725,4.20E-05,4
Licton Springs,vic,2019_W16,4.21E-06,9.07E-12,4.21E-06,1.937981297,4.21E-06,3
Madison Park,vic,2019_W16,1.38E-07,1.59E-30,1.38E-07,1.15224E+16,1.38E-07,2
Madrona/Leschi,vic,2019_W16,6.79E-05,3.66E-10,6.79E-05,12.45194953,6.79E-05,4
Magnolia,vic,2019_W16,1.53E-07,3.36E-14,1.53E-07,0.685093911,1.53E-07,2
Miller Park,vic,2019_W16,4.69E-05,2.29E-10,4.69E-05,9.486741786,4.69E-05,4
Montlake/Portage Bay,vic,2019_W16,4.52E-05,2.35E-10,4.52E-05,8.619787123,4.52E-05,4
Mt. Baker/North Rainier,vic,2019_W16,0.000271516,1.55E-09,0.000271468,47.19295064,0.000271515,5
NA,vic,2019_W16,3.12E-07,1.12E-31,3.12E-07,8.2883E+17,3.12E-07,2
North Beach/Blue Ridge,vic,2019_W16,7.20E-08,8.52E-30,7.20E-08,5.83333E+14,7.20E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W16,9.14E-05,5.15E-10,9.14E-05,16.05565333,9.14E-05,5
North Capitol Hill,vic,2019_W16,0.000106762,5.40E-10,0.000106743,20.89317507,0.000106762,5
North Delridge,vic,2019_W16,7.34E-05,3.55E-10,7.34E-05,15.00371871,7.34E-05,4
Northgate/Maple Leaf,vic,2019_W16,9.93E-05,5.90E-10,9.93E-05,16.54945089,9.93E-05,5
Olympic Hills/Victory Heights,vic,2019_W16,6.65E-05,3.84E-10,6.65E-05,11.39074431,6.65E-05,4
Pioneer Square/International District,vic,2019_W16,6.50E-05,3.75E-10,6.49E-05,11.14857005,6.50E-05,4
Queen Anne,vic,2019_W16,0.000168211,9.91E-10,0.000168182,28.26685326,0.000168211,5
Rainier Beach,vic,2019_W16,5.47E-08,1.57E-29,5.46E-08,1.82669E+14,5.46E-08,1
Ravenna/Bryant,vic,2019_W16,0.000204875,1.22E-09,0.00020484,34.15169569,0.000204875,5
Riverview,vic,2019_W16,0.000138378,6.96E-10,0.000138353,27.240723,0.000138377,5
Roxhill/Westwood,vic,2019_W16,6.23E-05,3.18E-10,6.23E-05,12.06416912,6.23E-05,4
Seward Park,vic,2019_W16,7.51E-08,7.72E-30,7.51E-08,7.00887E+14,7.51E-08,1
South Beacon Hill/NewHolly,vic,2019_W16,8.01E-08,6.63E-30,8.01E-08,9.27819E+14,8.01E-08,1
South Park,vic,2019_W16,7.47E-07,7.10E-13,7.47E-07,0.777217511,7.47E-07,2
Sunset Hill/Loyal Heights,vic,2019_W16,7.90E-05,4.49E-10,7.90E-05,13.78328839,7.90E-05,5
University District,vic,2019_W16,0.000279942,1.65E-09,0.000279893,46.99322851,0.000279942,5
Wallingford,vic,2019_W16,5.44E-05,3.16E-10,5.44E-05,9.268778709,5.44E-05,4
Wedgwood/View Ridge,vic,2019_W16,8.14E-05,4.57E-10,8.14E-05,14.37013303,8.14E-05,5
West Seattle Junction/Genesee Hill,vic,2019_W16,3.11E-05,1.27E-10,3.11E-05,7.512463163,3.11E-05,4
Whittier Heights,vic,2019_W16,7.56E-08,7.62E-30,7.55E-08,7.18268E+14,7.56E-08,1
Alki/Admiral,vic,2019_W17,8.14E-05,4.11E-10,8.14E-05,15.95645838,8.14E-05,5
Arbor Heights,vic,2019_W17,2.41E-05,9.07E-11,2.41E-05,6.334874176,2.41E-05,4
Ballard,vic,2019_W17,5.62E-05,3.04E-10,5.62E-05,10.30036974,5.62E-05,4
Beacon Hill,vic,2019_W17,6.04E-08,9.26E-32,6.03E-08,3.75804E+16,6.04E-08,1
Belltown,vic,2019_W17,2.66E-05,1.46E-10,2.66E-05,4.797738111,2.66E-05,4
Broadview/Bitter Lake,vic,2019_W17,7.55E-08,5.14E-32,7.54E-08,1.05757E+17,7.55E-08,1
Capitol Hill,vic,2019_W17,0.00016705,9.70E-10,0.000167021,28.47140371,0.00016705,5
Cascade/Eastlake,vic,2019_W17,0.000152764,8.88E-10,0.000152737,26.0037818,0.000152764,5
Cedar Park/Meadowbrook,vic,2019_W17,0.0001697,1.02E-09,0.000169671,27.95608916,0.0001697,5
Central Area/Squire Park,vic,2019_W17,6.19E-05,3.65E-10,6.19E-05,10.39940781,6.19E-05,4
Columbia City,vic,2019_W17,8.20E-05,4.58E-10,8.20E-05,14.54839923,8.20E-05,5
Downtown Commercial Core,vic,2019_W17,4.94E-05,2.57E-10,4.94E-05,9.386084323,4.94E-05,4
Duwamish/SODO,vic,2019_W17,3.29E-05,1.32E-10,3.29E-05,8.10934486,3.29E-05,4
Fauntleroy/Seaview,vic,2019_W17,2.56E-05,9.12E-11,2.56E-05,7.110435152,2.56E-05,4
First Hill,vic,2019_W17,4.30E-05,2.31E-10,4.30E-05,7.927438083,4.30E-05,4
Fremont,vic,2019_W17,6.86E-05,3.86E-10,6.86E-05,12.0763655,6.86E-05,4
Georgetown,vic,2019_W17,7.57E-05,3.60E-10,7.57E-05,15.76820358,7.57E-05,4
Green Lake,vic,2019_W17,0.00016593,9.47E-10,0.000165901,28.79677899,0.000165929,5
Greenwood/Phinney Ridge,vic,2019_W17,0.000123232,7.14E-10,0.000123211,21.0538059,0.000123233,5
Haller Lake,vic,2019_W17,8.17E-08,4.14E-32,8.16E-08,1.53934E+17,8.17E-08,2
High Point,vic,2019_W17,5.81E-05,2.96E-10,5.81E-05,11.27857969,5.81E-05,4
Highland Park,vic,2019_W17,8.24E-08,4.05E-32,8.23E-08,1.60081E+17,8.24E-08,2
Interbay,vic,2019_W17,2.00E-05,9.86E-11,2.00E-05,3.999210254,2.00E-05,3
Judkins Park,vic,2019_W17,7.87E-05,4.44E-10,7.87E-05,13.81977308,7.87E-05,5
Laurelhurst/Sand Point,vic,2019_W17,2.93E-05,1.38E-10,2.93E-05,6.173090778,2.93E-05,4
Licton Springs,vic,2019_W17,2.36E-06,4.45E-12,2.36E-06,1.243583553,2.36E-06,2
Madison Park,vic,2019_W17,1.05E-07,2.01E-32,1.05E-07,5.24032E+17,1.05E-07,2
Madrona/Leschi,vic,2019_W17,4.65E-05,2.45E-10,4.65E-05,8.724182888,4.65E-05,4
Magnolia,vic,2019_W17,6.89E-08,1.10E-14,6.89E-08,0.425905214,6.89E-08,1
Miller Park,vic,2019_W17,3.27E-05,1.53E-10,3.27E-05,6.910407717,3.27E-05,4
Montlake/Portage Bay,vic,2019_W17,2.89E-05,1.46E-10,2.89E-05,5.650417873,2.89E-05,4
Mt. Baker/North Rainier,vic,2019_W17,0.000202705,1.14E-09,0.00020267,35.67252336,0.000202706,5
NA,vic,2019_W17,2.36E-07,1.25E-33,2.36E-07,4.24495E+19,2.36E-07,2
North Beach/Blue Ridge,vic,2019_W17,5.47E-08,1.18E-31,5.46E-08,2.41213E+16,5.47E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W17,7.41E-05,4.10E-10,7.40E-05,13.22805902,7.41E-05,4
North Capitol Hill,vic,2019_W17,7.91E-05,3.86E-10,7.91E-05,16.07230933,7.91E-05,5
North Delridge,vic,2019_W17,5.12E-05,2.37E-10,5.12E-05,10.92862639,5.12E-05,4
Northgate/Maple Leaf,vic,2019_W17,7.39E-05,4.36E-10,7.39E-05,12.40248159,7.39E-05,4
Olympic Hills/Victory Heights,vic,2019_W17,6.34E-05,3.67E-10,6.34E-05,10.8628459,6.34E-05,4
Pioneer Square/International District,vic,2019_W17,4.75E-05,2.70E-10,4.75E-05,8.258843648,4.75E-05,4
Queen Anne,vic,2019_W17,0.000130962,7.65E-10,0.000130939,22.18147698,0.000130962,5
Rainier Beach,vic,2019_W17,4.15E-08,2.27E-31,4.15E-08,7.26072E+15,4.15E-08,1
Ravenna/Bryant,vic,2019_W17,0.000160764,9.49E-10,0.000160736,26.9618899,0.000160764,5
Riverview,vic,2019_W17,0.000102575,4.97E-10,0.000102558,20.95443837,0.000102576,5
Roxhill/Westwood,vic,2019_W17,6.02E-05,3.10E-10,6.02E-05,11.59719253,6.02E-05,4
Seward Park,vic,2019_W17,5.70E-08,1.07E-31,5.70E-08,2.91608E+16,5.70E-08,1
