PUMA5CE,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
11613,rsva,2019_W34,0.000397412,5.60E-07,0.000399611,0.271655992,0.000404205,2
11614,rsva,2019_W34,5.90E-05,8.17E-10,6.16E-05,3.301045702,6.70E-05,1
11615,rsva,2019_W34,1.50E-05,4.41E-11,1.55E-05,4.110897057,1.66E-05,1
11616,rsva,2019_W34,3.01E-05,2.45E-10,3.25E-05,2.387524794,3.78E-05,1
11601,rsva,2019_W35,0.000866231,6.49E-05,0.000870068,0.011257085,0.000878034,2
11602,rsva,2019_W35,1.06E-09,3.87E-16,1.19E-09,0.001555192,1.50E-09,1
11603,rsva,2019_W35,0.001170437,0.000117358,0.001176493,0.011314403,0.00118839,2
11604,rsva,2019_W35,1.27E-05,4.74E-09,1.26E-05,0.035046228,1.25E-05,1
11605,rsva,2019_W35,6.35E-05,8.31E-08,6.35E-05,0.048269006,6.34E-05,1
11606,rsva,2019_W35,1.61E-06,1.40E-12,1.68E-06,1.473462602,1.81E-06,1
11607,rsva,2019_W35,0.000738387,2.87E-06,0.000746091,0.178165119,0.000760965,2
11608,rsva,2019_W35,2.96E-05,5.33E-10,3.04E-05,1.380936246,3.22E-05,1
11609,rsva,2019_W35,4.80E-06,1.11E-11,5.01E-06,1.620752034,5.45E-06,1
11610,rsva,2019_W35,3.55E-07,1.62E-14,3.57E-07,7.318931739,3.63E-07,1
11611,rsva,2019_W35,1.71E-06,3.10E-13,1.79E-06,7.328603686,1.94E-06,1
11612,rsva,2019_W35,5.88E-05,1.85E-09,5.89E-05,1.830584289,5.90E-05,1
11613,rsva,2019_W35,0.000268785,1.57E-07,0.000270501,0.441435473,0.000274088,1
11614,rsva,2019_W35,3.70E-05,1.64E-10,3.88E-05,6.38955553,4.25E-05,1
11615,rsva,2019_W35,8.90E-06,7.73E-12,9.24E-06,8.155356795,9.94E-06,1
11616,rsva,2019_W35,1.74E-05,4.29E-11,1.89E-05,4.417634996,2.21E-05,1
11601,rsva,2019_W36,0.000566202,2.30E-05,0.000569811,0.013408096,0.000577292,2
11602,rsva,2019_W36,3.56E-10,3.36E-17,4.01E-10,0.001951455,5.10E-10,1
11603,rsva,2019_W36,0.000792594,4.43E-05,0.000800195,0.013392766,0.00081511,2
11604,rsva,2019_W36,7.12E-06,9.58E-10,7.06E-06,0.054857074,6.95E-06,1
11605,rsva,2019_W36,3.78E-05,1.93E-08,3.78E-05,0.073542007,3.78E-05,1
11606,rsva,2019_W36,7.78E-07,1.83E-13,8.10E-07,2.576619067,8.77E-07,1
11607,rsva,2019_W36,0.00047349,7.74E-07,0.000479857,0.266571361,0.000492179,2
11608,rsva,2019_W36,1.70E-05,9.61E-11,1.75E-05,2.505226228,1.86E-05,1
11609,rsva,2019_W36,2.56E-06,1.70E-12,2.68E-06,2.991429357,2.93E-06,1
11610,rsva,2019_W36,1.76E-07,2.02E-15,1.77E-07,14.52486871,1.79E-07,1
11611,rsva,2019_W36,9.26E-07,4.41E-14,9.68E-07,14.90704661,1.06E-06,1
11612,rsva,2019_W36,3.63E-05,3.74E-10,3.64E-05,3.434442267,3.65E-05,1
11613,rsva,2019_W36,0.000181708,4.10E-08,0.000183019,0.766134783,0.000185765,1
11614,rsva,2019_W36,2.32E-05,3.11E-11,2.44E-05,13.00857232,2.69E-05,1
11615,rsva,2019_W36,5.28E-06,1.29E-12,5.50E-06,16.95077328,5.94E-06,1
11616,rsva,2019_W36,1.00E-05,7.18E-12,1.09E-05,8.576308158,1.29E-05,1
