CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Madrona/Leschi,rsva,2019_W15,0.143354421,0.054090351,0.143330979,0.379933569,0.143289912,5
Magnolia,rsva,2019_W15,0.062814355,0.018508405,0.062804791,0.213121938,0.062788894,5
Miller Park,rsva,2019_W15,0.037706355,0.011266069,0.037717377,0.125853878,0.037741381,5
Montlake/Portage Bay,rsva,2019_W15,0.031261031,0.010071107,0.03127291,0.096729578,0.031298253,5
Mt. Baker/North Rainier,rsva,2019_W15,0.387280454,0.161419738,0.387231492,0.929074485,0.38714779,5
NA,rsva,2019_W15,4.63E-05,2.92E-22,4.63E-05,7.07052E+12,4.64E-05,2
North Beach/Blue Ridge,rsva,2019_W15,0.003765922,0.000278627,0.00378454,0.049398675,0.003822131,3
North Beacon Hill/Jefferson Park,rsva,2019_W15,0.324273666,0.142600461,0.32424174,0.737245941,0.324189115,5
North Capitol Hill,rsva,2019_W15,2.34E-05,1.03E-21,2.34E-05,5.14579E+11,2.35E-05,2
North Delridge,rsva,2019_W15,0.065636574,0.0172197,0.065627213,0.250077827,0.065612222,5
Northgate/Maple Leaf,rsva,2019_W15,0.118538384,0.056769893,0.118524328,0.247509869,0.11849984,5
Olympic Hills/Victory Heights,rsva,2019_W15,0.044639207,0.017254066,0.044634877,0.115450366,0.044628003,5
Pioneer Square/International District,rsva,2019_W15,0.089432943,0.04089069,0.089432507,0.195465607,0.089434656,5
Queen Anne,rsva,2019_W15,0.03705595,0.015952478,0.037055888,0.086011193,0.037057131,5
Rainier Beach,rsva,2019_W15,0.018008628,0.004389296,0.018013514,0.073679256,0.018024449,4
Ravenna/Bryant,rsva,2019_W15,0.076669703,0.035657203,0.076660924,0.164843265,0.076645816,5
Riverview,rsva,2019_W15,0.10106966,0.027852385,0.101047441,0.366771029,0.101008448,5
Roxhill/Westwood,rsva,2019_W15,0.065882516,0.019947881,0.065894824,0.217127131,0.06592288,5
Seward Park,rsva,2019_W15,0.026428804,0.006730997,0.026423947,0.103746158,0.026415757,5
South Beacon Hill/NewHolly,rsva,2019_W15,0.008636804,0.000874678,0.008635508,0.085174037,0.008633759,4
South Park,rsva,2019_W15,2.28E-05,1.08E-21,2.28E-05,4.67483E+11,2.29E-05,2
Sunset Hill/Loyal Heights,rsva,2019_W15,0.038294173,0.014824251,0.03833822,0.098209592,0.038428939,5
University District,rsva,2019_W15,0.006583062,0.001008164,0.006609079,0.041979486,0.006661641,4
Wallingford,rsva,2019_W15,0.020845842,0.008412494,0.020853624,0.051505386,0.020870176,4
Wedgwood/View Ridge,rsva,2019_W15,0.131194216,0.058148956,0.131170858,0.296068531,0.131128387,5
West Seattle Junction/Genesee Hill,rsva,2019_W15,0.052610907,0.016818655,0.052601462,0.164564796,0.05258508,5
Whittier Heights,rsva,2019_W15,0.018789062,0.005742354,0.018812743,0.060983079,0.018861311,4
Alki/Admiral,rsva,2019_W16,0.074588097,0.024316507,0.074571835,0.228831753,0.074542773,5
Arbor Heights,rsva,2019_W16,0.087056112,0.032542182,0.087053927,0.232711935,0.08705322,5
Ballard,rsva,2019_W16,0.058777891,0.02263009,0.058776414,0.152552794,0.058775856,5
Beacon Hill,rsva,2019_W16,0.009872426,0.001116572,0.009873814,0.087043566,0.009877476,4
Belltown,rsva,2019_W16,0.005226694,0.000757433,0.005227793,0.035960724,0.005230465,4
Broadview/Bitter Lake,rsva,2019_W16,0.000408542,2.80E-06,0.000409383,0.058595978,0.000411198,3
Capitol Hill,rsva,2019_W16,0.13021217,0.053788675,0.130203345,0.315081168,0.130190568,5
Cascade/Eastlake,rsva,2019_W16,0.036242102,0.012479978,0.036243875,0.105115451,0.036249267,5
Cedar Park/Meadowbrook,rsva,2019_W16,0.011437042,0.003238438,0.011441049,0.040265725,0.011449714,4
Central Area/Squire Park,rsva,2019_W16,0.027309586,0.010918163,0.027308662,0.068264522,0.027307862,5
Columbia City,rsva,2019_W16,0.047087723,0.017734333,0.047093187,0.124832928,0.047106109,5
Downtown Commercial Core,rsva,2019_W16,0.000511995,1.78E-05,0.000522198,0.013190073,0.000543418,3
Duwamish/SODO,rsva,2019_W16,0.069537831,0.020330783,0.069551645,0.2373088,0.069582885,5
Fauntleroy/Seaview,rsva,2019_W16,0.018400346,0.003771861,0.018399148,0.08966513,0.018397996,4
First Hill,rsva,2019_W16,0.104878462,0.048310229,0.104884171,0.22745384,0.104899086,5
Fremont,rsva,2019_W16,0.017900725,0.005748825,0.017935421,0.055087362,0.01800627,4
Georgetown,rsva,2019_W16,0.01911663,0.003275203,0.01911292,0.111518847,0.019106921,4
Green Lake,rsva,2019_W16,0.062395818,0.01997211,0.062391681,0.194800823,0.062386444,5
Greenwood/Phinney Ridge,rsva,2019_W16,0.021285369,0.006782739,0.021330384,0.065951425,0.021422359,4
Haller Lake,rsva,2019_W16,0.008080383,0.000604815,0.008089642,0.10700447,0.008108921,4
High Point,rsva,2019_W16,0.070518945,0.021689804,0.070501822,0.22933492,0.070471029,5
Highland Park,rsva,2019_W16,2.21E-05,6.68E-23,2.21E-05,7.0835E+12,2.22E-05,2
Interbay,rsva,2019_W16,0.050983186,0.021255696,0.050990178,0.122095077,0.051006139,5
Judkins Park,rsva,2019_W16,0.115158744,0.043979297,0.115134385,0.301627638,0.115090222,5
Laurelhurst/Sand Point,rsva,2019_W16,0.016405117,0.003499232,0.016518458,0.073939886,0.016748929,4
Licton Springs,rsva,2019_W16,0.027971,0.005066495,0.027965119,0.154359993,0.027955359,5
Madison Park,rsva,2019_W16,0.006167472,0.000360687,0.006166765,0.105249117,0.006166095,4
Madrona/Leschi,rsva,2019_W16,0.108278815,0.038570933,0.108255912,0.304035729,0.10821473,5
Magnolia,rsva,2019_W16,0.045958215,0.012240064,0.04595165,0.172487485,0.045941086,5
Miller Park,rsva,2019_W16,0.027118845,0.007424341,0.027134527,0.098620526,0.027167357,5
Montlake/Portage Bay,rsva,2019_W16,0.018413529,0.00497264,0.018418369,0.068003065,0.018429145,4
Mt. Baker/North Rainier,rsva,2019_W16,0.243098354,0.094536729,0.24306475,0.625056665,0.243007266,5
NA,rsva,2019_W16,3.58E-05,2.52E-23,3.58E-05,4.8967E+13,3.59E-05,2
North Beach/Blue Ridge,rsva,2019_W16,0.001739774,6.89E-05,0.001753642,0.041890937,0.001781646,3
North Beacon Hill/Jefferson Park,rsva,2019_W16,0.21210953,0.08953632,0.212113923,0.502026906,0.212130596,5
North Capitol Hill,rsva,2019_W16,1.83E-05,9.50E-23,1.83E-05,3.38668E+12,1.83E-05,2
North Delridge,rsva,2019_W16,0.042848453,0.009378356,0.042843049,0.195631059,0.042835031,5
Northgate/Maple Leaf,rsva,2019_W16,0.072509311,0.033068019,0.072498594,0.159009226,0.07247953,5
Olympic Hills/Victory Heights,rsva,2019_W16,0.026775196,0.009102843,0.026774592,0.078688054,0.026774619,5
Pioneer Square/International District,rsva,2019_W16,0.062565053,0.027542626,0.062564846,0.142016444,0.062566629,5
Queen Anne,rsva,2019_W16,0.027192279,0.011135363,0.027187836,0.0664084,0.027179975,5
Rainier Beach,rsva,2019_W16,0.010426092,0.001916256,0.010429572,0.056532748,0.010437381,4
Ravenna/Bryant,rsva,2019_W16,0.063747691,0.028994447,0.063736887,0.140187221,0.063717337,5
Riverview,rsva,2019_W16,0.075013787,0.018556422,0.074993448,0.303307957,0.074957138,5
Roxhill/Westwood,rsva,2019_W16,0.056459432,0.01645031,0.056461998,0.193506144,0.056470104,5
Seward Park,rsva,2019_W16,0.027206482,0.007185798,0.027200684,0.103003458,0.027190602,5
South Beacon Hill/NewHolly,rsva,2019_W16,0.006702375,0.000550074,0.006700717,0.081589407,0.006698113,4
South Park,rsva,2019_W16,1.78E-05,9.95E-23,1.78E-05,3.07018E+12,1.78E-05,2
Sunset Hill/Loyal Heights,rsva,2019_W16,0.022472438,0.007883606,0.022508909,0.063425277,0.022583702,4
University District,rsva,2019_W16,0.002989074,0.000275786,0.003011178,0.031029091,0.003055829,3
Wallingford,rsva,2019_W16,0.014207161,0.005382986,0.014215346,0.037343518,0.014232441,4
Wedgwood/View Ridge,rsva,2019_W16,0.076639453,0.03184407,0.076628344,0.184448176,0.076608909,5
West Seattle Junction/Genesee Hill,rsva,2019_W16,0.03239637,0.008765189,0.032392549,0.119671204,0.03238669,5
Whittier Heights,rsva,2019_W16,0.013038503,0.003583035,0.013056798,0.047022352,0.013094324,4
Alki/Admiral,rsva,2019_W17,0.047516141,0.013751982,0.047510451,0.164099334,0.047501524,5
Arbor Heights,rsva,2019_W17,0.070155439,0.025133216,0.070139589,0.195888412,0.070110873,5
Ballard,rsva,2019_W17,0.04038441,0.014432138,0.040377163,0.113010049,0.040364407,5
Beacon Hill,rsva,2019_W17,0.005733809,0.000432685,0.005740328,0.075317942,0.005753904,4
Belltown,rsva,2019_W17,0.00291423,0.000279252,0.002914685,0.030319783,0.002915885,3
Broadview/Bitter Lake,rsva,2019_W17,0.000151328,4.16E-07,0.00015164,0.05408438,0.000152321,2
Capitol Hill,rsva,2019_W17,0.060494593,0.021650661,0.060535271,0.168239369,0.060619495,5
Cascade/Eastlake,rsva,2019_W17,0.025603269,0.008116086,0.025594878,0.080829611,0.025579345,4
Cedar Park/Meadowbrook,rsva,2019_W17,0.004881238,0.0009723,0.004888769,0.024259193,0.004904216,4
Central Area/Squire Park,rsva,2019_W17,0.016805625,0.006083628,0.016804649,0.046395803,0.016803418,4
Columbia City,rsva,2019_W17,0.03041289,0.010561134,0.030422523,0.087340358,0.030443204,5
Downtown Commercial Core,rsva,2019_W17,0.000132858,1.99E-06,0.000136082,0.007740987,0.000142822,2
Duwamish/SODO,rsva,2019_W17,0.044258014,0.011525617,0.044275928,0.16935516,0.044314167,5
Fauntleroy/Seaview,rsva,2019_W17,0.01318644,0.002304519,0.013187761,0.075290463,0.013191398,4
First Hill,rsva,2019_W17,0.071172368,0.031457324,0.07117211,0.160910176,0.07117411,5
Fremont,rsva,2019_W17,0.015473701,0.004849302,0.015495113,0.048945374,0.015538973,4
Georgetown,rsva,2019_W17,0.014638096,0.002190128,0.014633624,0.097831042,0.014625845,4
Green Lake,rsva,2019_W17,0.035949388,0.009810412,0.035947445,0.131615034,0.035945567,5
Greenwood/Phinney Ridge,rsva,2019_W17,0.011971849,0.003329875,0.012008094,0.042279036,0.012082047,4
Haller Lake,rsva,2019_W17,0.004301975,0.000188817,0.004314168,0.096190654,0.004338967,3
High Point,rsva,2019_W17,0.046481178,0.012476628,0.046466679,0.173253641,0.046440216,5
Highland Park,rsva,2019_W17,1.54E-05,2.28E-24,1.54E-05,1.00558E+14,1.54E-05,2
Interbay,rsva,2019_W17,0.035269962,0.013934199,0.035271023,0.089183141,0.035274562,5
Judkins Park,rsva,2019_W17,0.083584768,0.030186863,0.08356378,0.231544552,0.08352529,5
Laurelhurst/Sand Point,rsva,2019_W17,0.005158623,0.000648275,0.005223192,0.038264797,0.005355296,4
Licton Springs,rsva,2019_W17,0.021270441,0.003432953,0.021263153,0.131820453,0.021250194,4
Madison Park,rsva,2019_W17,0.00383902,0.000141371,0.003840628,0.103687419,0.003844379,3
Madrona/Leschi,rsva,2019_W17,0.068218597,0.021803663,0.06820308,0.213485017,0.068175275,5
Magnolia,rsva,2019_W17,0.028783303,0.006417568,0.028783947,0.128899331,0.028787076,5
Miller Park,rsva,2019_W17,0.018199069,0.004434652,0.018211513,0.074304945,0.018237457,4
Montlake/Portage Bay,rsva,2019_W17,0.010039247,0.00209307,0.010040828,0.048040595,0.010044716,4
Mt. Baker/North Rainier,rsva,2019_W17,0.114821232,0.038421623,0.114865647,0.342054564,0.114960249,5
NA,rsva,2019_W17,2.48E-05,8.23E-25,2.48E-05,7.19647E+14,2.48E-05,2
North Beach/Blue Ridge,rsva,2019_W17,0.000717858,1.36E-05,0.000725992,0.035431928,0.00074246,3
North Beacon Hill/Jefferson Park,rsva,2019_W17,0.121939811,0.0480849,0.121977995,0.308428908,0.122059451,5
North Capitol Hill,rsva,2019_W17,1.27E-05,3.30E-24,1.27E-05,4.73521E+13,1.27E-05,2
North Delridge,rsva,2019_W17,0.023909577,0.003948662,0.023914534,0.144365283,0.023926355,4
Northgate/Maple Leaf,rsva,2019_W17,0.031367189,0.012675919,0.031378218,0.077403461,0.031401559,5
Olympic Hills/Victory Heights,rsva,2019_W17,0.013141744,0.003563316,0.013149661,0.048246703,0.01316627,4
Pioneer Square/International District,rsva,2019_W17,0.039402894,0.016338645,0.039401914,0.094961581,0.039401423,5
Queen Anne,rsva,2019_W17,0.017868698,0.006788736,0.017863621,0.047064369,0.017854183,4
Rainier Beach,rsva,2019_W17,0.005272478,0.000652207,0.005276259,0.042370107,0.005284389,4
Ravenna/Bryant,rsva,2019_W17,0.039872436,0.017160659,0.039866452,0.092648094,0.039855878,5
Riverview,rsva,2019_W17,0.046041824,0.009419834,0.046033097,0.224947373,0.046018749,5
Roxhill/Westwood,rsva,2019_W17,0.043980277,0.011975484,0.043974212,0.161448375,0.0439645,5
Seward Park,rsva,2019_W17,0.023094026,0.005951119,0.023088257,0.089631573,0.023078021,4
South Beacon Hill/NewHolly,rsva,2019_W17,0.00453808,0.000268373,0.004537569,0.076584038,0.004537094,3
South Park,rsva,2019_W17,1.24E-05,3.47E-24,1.24E-05,4.28366E+13,1.24E-05,2
Sunset Hill/Loyal Heights,rsva,2019_W17,0.013213319,0.004165063,0.013240216,0.041404825,0.01329515,4
University District,rsva,2019_W17,0.001208488,5.93E-05,0.001222309,0.023058793,0.001250326,3
Wallingford,rsva,2019_W17,0.009574959,0.003380179,0.009581485,0.026994324,0.009595029,4
Wedgwood/View Ridge,rsva,2019_W17,0.033658119,0.011861465,0.033694642,0.094841859,0.033768929,5
West Seattle Junction/Genesee Hill,rsva,2019_W17,0.016859912,0.003484552,0.016866108,0.081289222,0.016879621,4
Whittier Heights,rsva,2019_W17,0.008689252,0.002117106,0.008700951,0.035351223,0.008725018,4
Alki/Admiral,rsva,2019_W18,0.02661625,0.006262514,0.026635423,0.112515338,0.026675214,5
Arbor Heights,rsva,2019_W18,0.052523766,0.017455511,0.052506401,0.15817398,0.052473968,5
Ballard,rsva,2019_W18,0.026371058,0.008461898,0.026364324,0.082214219,0.026352097,4
Beacon Hill,rsva,2019_W18,0.003161055,0.000142153,0.00316992,0.068995742,0.003187937,3
Belltown,rsva,2019_W18,0.001542811,8.82E-05,0.001543191,0.026864206,0.001544119,3
Broadview/Bitter Lake,rsva,2019_W18,5.38E-05,5.47E-08,5.40E-05,0.052065927,5.42E-05,2
Capitol Hill,rsva,2019_W18,0.024880507,0.006845231,0.024955954,0.088823114,0.025109038,4
Cascade/Eastlake,rsva,2019_W18,0.017879088,0.005143666,0.017870838,0.062233892,0.017855221,4
Cedar Park/Meadowbrook,rsva,2019_W18,0.001970252,0.000241543,0.001977231,0.015727009,0.001991416,3
Central Area/Squire Park,rsva,2019_W18,0.009762168,0.003030921,0.009761609,0.03141842,0.009760981,4
Columbia City,rsva,2019_W18,0.019383558,0.006072242,0.01939399,0.061624102,0.019415859,4
Downtown Commercial Core,rsva,2019_W18,3.31E-05,1.96E-07,3.41E-05,0.004774627,3.61E-05,2
Duwamish/SODO,rsva,2019_W18,0.028785887,0.006523119,0.028798546,0.12654346,0.02882558,5
Fauntleroy/Seaview,rsva,2019_W18,0.008624231,0.001193771,0.008625356,0.062146821,0.008628382,4
First Hill,rsva,2019_W18,0.045705734,0.019061563,0.045705809,0.109503568,0.045707744,5
Fremont,rsva,2019_W18,0.014055719,0.00433131,0.014066829,0.045363255,0.014089848,4
Georgetown,rsva,2019_W18,0.010197062,0.001237258,0.010194456,0.083995915,0.01019015,4
Green Lake,rsva,2019_W18,0.020305962,0.004401744,0.020305266,0.09356,0.020305228,4
Greenwood/Phinney Ridge,rsva,2019_W18,0.007234434,0.001754021,0.007260886,0.029204129,0.007314834,4
Haller Lake,rsva,2019_W18,0.002187796,5.03E-05,0.002198876,0.092162597,0.002221267,3
High Point,rsva,2019_W18,0.027174602,0.005910681,0.027168397,0.124917718,0.027157745,5
Highland Park,rsva,2019_W18,1.03E-05,3.70E-26,1.03E-05,2.75783E+15,1.03E-05,2
Interbay,rsva,2019_W18,0.025124142,0.009293085,0.025120226,0.067920064,0.025113449,4
Judkins Park,rsva,2019_W18,0.054717854,0.018065204,0.054705291,0.165777144,0.054682668,5
Laurelhurst/Sand Point,rsva,2019_W18,0.001553051,0.000100787,0.001582012,0.021572828,0.001641721,3
Licton Springs,rsva,2019_W18,0.014643256,0.001933499,0.014638696,0.110883341,0.014630813,4
Madison Park,rsva,2019_W18,0.00227528,4.73E-05,0.002278358,0.108244543,0.002284881,3
Madrona/Leschi,rsva,2019_W18,0.038642662,0.010326059,0.038640235,0.144482832,0.038637515,5
Magnolia,rsva,2019_W18,0.016443213,0.002800609,0.016454365,0.096019055,0.016477905,4
Miller Park,rsva,2019_W18,0.012353284,0.00260761,0.012360166,0.058256935,0.012374748,4
Montlake/Portage Bay,rsva,2019_W18,0.005336412,0.000780229,0.005337021,0.036410144,0.005338699,4
Mt. Baker/North Rainier,rsva,2019_W18,0.048492278,0.012395318,0.048600218,0.187144272,0.048819746,5
NA,rsva,2019_W18,1.65E-05,1.27E-26,1.65E-05,2.04793E+16,1.65E-05,2
North Beach/Blue Ridge,rsva,2019_W18,0.00028427,2.33E-06,0.000288487,0.031771424,0.000297057,2
North Beacon Hill/Jefferson Park,rsva,2019_W18,0.07000667,0.0252137,0.070056575,0.193425878,0.070159786,5
North Capitol Hill,rsva,2019_W18,8.53E-06,5.47E-26,8.53E-06,1.27789E+15,8.54E-06,2
North Delridge,rsva,2019_W18,0.012509426,0.001395189,0.012521656,0.111320964,0.012547353,4
Northgate/Maple Leaf,rsva,2019_W18,0.011756168,0.003722221,0.011786053,0.036572756,0.011846678,4
Olympic Hills/Victory Heights,rsva,2019_W18,0.005951693,0.001141858,0.0059642,0.030614341,0.005989705,4
Pioneer Square/International District,rsva,2019_W18,0.02496825,0.009480474,0.024963988,0.06576115,0.024956476,4
Queen Anne,rsva,2019_W18,0.01101506,0.003788002,0.011012709,0.032036487,0.011008515,4
Rainier Beach,rsva,2019_W18,0.002530768,0.000187701,0.002534091,0.033790008,0.002541094,3
Ravenna/Bryant,rsva,2019_W18,0.021594972,0.008346652,0.02159561,0.055813504,0.021597763,4
Riverview,rsva,2019_W18,0.025980268,0.003987333,0.025987783,0.16870964,0.026004865,4
Roxhill/Westwood,rsva,2019_W18,0.033098531,0.00814605,0.033089337,0.134517149,0.033072894,5
Seward Park,rsva,2019_W18,0.0181121,0.004357072,0.018107731,0.075292842,0.018100065,4
South Beacon Hill/NewHolly,rsva,2019_W18,0.002903341,0.000111199,0.002904424,0.075416015,0.00290699,3
South Park,rsva,2019_W18,8.32E-06,5.76E-26,8.31E-06,1.15346E+15,8.32E-06,2
Sunset Hill/Loyal Heights,rsva,2019_W18,0.008614629,0.002453381,0.008632496,0.02986844,0.008668892,4
University District,rsva,2019_W18,0.000468362,1.09E-05,0.000475748,0.018340887,0.000490797,3
Wallingford,rsva,2019_W18,0.006863446,0.002257352,0.006867832,0.020772722,0.006876948,4
Wedgwood/View Ridge,rsva,2019_W18,0.013272874,0.003458405,0.013337611,0.049522403,0.013467916,4
West Seattle Junction/Genesee Hill,rsva,2019_W18,0.008196842,0.001151681,0.008209069,0.057748945,0.008234173,4
Whittier Heights,rsva,2019_W18,0.005855203,0.001254385,0.005862756,0.027096498,0.005878331,4
Alki/Admiral,rsva,2019_W19,0.014087805,0.002432925,0.01412716,0.080183721,0.014206583,4
Arbor Heights,rsva,2019_W19,0.035406816,0.010474115,0.035392546,0.119822603,0.035365708,5
Ballard,rsva,2019_W19,0.01692804,0.00467701,0.016922428,0.061309448,0.016912096,4
Beacon Hill,rsva,2019_W19,0.00171379,4.13E-05,0.001722441,0.068866897,0.001739896,3
Belltown,rsva,2019_W19,0.000803523,2.49E-05,0.00080362,0.025855675,0.000803903,3
Broadview/Bitter Lake,rsva,2019_W19,1.90E-05,6.61E-09,1.90E-05,0.05347405,1.91E-05,2
Capitol Hill,rsva,2019_W19,0.009807438,0.00181009,0.009878438,0.050985342,0.010022683,4
Cascade/Eastlake,rsva,2019_W19,0.012811592,0.003314693,0.012805245,0.049591967,0.012793231,4
Cedar Park/Meadowbrook,rsva,2019_W19,0.000782398,5.21E-05,0.000787227,0.011315828,0.000797029,3
Central Area/Squire Park,rsva,2019_W19,0.005401122,0.001339631,0.005401475,0.021739934,0.005402519,4
Columbia City,rsva,2019_W19,0.012793496,0.003565248,0.012801769,0.045688787,0.012819057,4
Downtown Commercial Core,rsva,2019_W19,8.19E-06,1.77E-08,8.45E-06,0.003159201,9.02E-06,2
Duwamish/SODO,rsva,2019_W19,0.019737566,0.003816865,0.019742741,0.101760868,0.019754446,4
Fauntleroy/Seaview,rsva,2019_W19,0.005408361,0.000546846,0.005408726,0.053356971,0.005410068,4
First Hill,rsva,2019_W19,0.028162475,0.010916559,0.028169753,0.072485646,0.028185568,5
Fremont,rsva,2019_W19,0.013790869,0.004215923,0.013793638,0.045011579,0.013799887,4
Georgetown,rsva,2019_W19,0.006785966,0.000619213,0.006786095,0.074193024,0.006787038,4
Green Lake,rsva,2019_W19,0.011418387,0.001811834,0.011417955,0.071851712,0.011418011,4
Greenwood/Phinney Ridge,rsva,2019_W19,0.004890924,0.001047562,0.004909543,0.022328226,0.004947511,4
Haller Lake,rsva,2019_W19,0.001098248,1.19E-05,0.001106715,0.096395238,0.0011238,3
High Point,rsva,2019_W19,0.015052387,0.002426423,0.015054437,0.093146534,0.015059696,4
Highland Park,rsva,2019_W19,6.82E-06,3.43E-28,6.82E-06,1.2956E+17,6.83E-06,1
Interbay,rsva,2019_W19,0.018132081,0.006210466,0.018126774,0.052971739,0.018116959,4
Judkins Park,rsva,2019_W19,0.034077648,0.00988007,0.034073004,0.117492137,0.034065464,5
Laurelhurst/Sand Point,rsva,2019_W19,0.000462499,1.38E-05,0.000474074,0.013452392,0.000498139,3
Licton Springs,rsva,2019_W19,0.009605243,0.000955435,0.009606441,0.096286497,0.009609706,4
Madison Park,rsva,2019_W19,0.001327891,1.41E-05,0.00133135,0.122722022,0.001338509,3
Madrona/Leschi,rsva,2019_W19,0.020415966,0.004169686,0.020428692,0.099466332,0.020455464,4
Magnolia,rsva,2019_W19,0.009036987,0.0010637,0.009055027,0.075773463,0.009091914,4
Miller Park,rsva,2019_W19,0.008681528,0.001543414,0.008683913,0.048679656,0.008689351,4
Montlake/Portage Bay,rsva,2019_W19,0.002759241,0.000255831,0.002759518,0.029676195,0.002760354,3
Mt. Baker/North Rainier,rsva,2019_W19,0.01968793,0.003359731,0.019799924,0.111619537,0.0200268,4
NA,rsva,2019_W19,1.09E-05,1.12E-28,1.09E-05,1.0029E+18,1.09E-05,2
North Beach/Blue Ridge,rsva,2019_W19,0.000111414,3.62E-07,0.000113476,0.030827274,0.000117684,2
North Beacon Hill/Jefferson Park,rsva,2019_W19,0.041574076,0.013489714,0.041622061,0.1271773,0.041720374,5
North Capitol Hill,rsva,2019_W19,5.66E-06,5.19E-28,5.66E-06,5.89738E+16,5.66E-06,1
North Delridge,rsva,2019_W19,0.006397765,0.000431106,0.006411893,0.09354208,0.006440922,4
Northgate/Maple Leaf,rsva,2019_W19,0.004203561,0.000901438,0.00423265,0.018843243,0.004291672,3
Olympic Hills/Victory Heights,rsva,2019_W19,0.002620942,0.000314275,0.002632743,0.021276267,0.002656686,3
Pioneer Square/International District,rsva,2019_W19,0.015282045,0.005104256,0.015277472,0.045783702,0.015269011,4
Queen Anne,rsva,2019_W19,0.006592997,0.002013936,0.00659497,0.021523495,0.006599266,4
Rainier Beach,rsva,2019_W19,0.001195625,4.76E-05,0.001198082,0.029575588,0.001203214,3
Ravenna/Bryant,rsva,2019_W19,0.010575873,0.003393582,0.010584309,0.032778526,0.010601753,4
Riverview,rsva,2019_W19,0.014166218,0.001468742,0.01418583,0.135291173,0.014226248,4
Roxhill/Westwood,rsva,2019_W19,0.023960083,0.005133525,0.023952006,0.111880566,0.023937385,4
Seward Park,rsva,2019_W19,0.013801123,0.002993288,0.013798233,0.06361666,0.013793326,4
South Beacon Hill/NewHolly,rsva,2019_W19,0.001819611,4.09E-05,0.001821794,0.08004825,0.001826439,3
South Park,rsva,2019_W19,5.52E-06,5.48E-28,5.51E-06,5.31016E+16,5.52E-06,1
Sunset Hill/Loyal Heights,rsva,2019_W19,0.006443655,0.001686546,0.006454047,0.024368742,0.006475237,4
University District,rsva,2019_W19,0.000179572,1.80E-06,0.000183223,0.015923199,0.000190709,2
Wallingford,rsva,2019_W19,0.00543954,0.001679429,0.005441439,0.017564742,0.005445505,4
Wedgwood/View Ridge,rsva,2019_W19,0.005049103,0.000842923,0.005104917,0.028418609,0.005217932,4
West Seattle Junction/Genesee Hill,rsva,2019_W19,0.003892265,0.000330577,0.003905035,0.044892408,0.003930952,3
Whittier Heights,rsva,2019_W19,0.004171343,0.000786753,0.004176064,0.021943047,0.004185845,3
Alki/Admiral,rsva,2019_W20,0.007358556,0.000836792,0.007404275,0.062390214,0.007496238,4
Arbor Heights,rsva,2019_W20,0.021631518,0.005380895,0.021624118,0.087012235,0.021610552,4
Ballard,rsva,2019_W20,0.010544074,0.002376251,0.010539843,0.046826387,0.010532025,4
Beacon Hill,rsva,2019_W20,0.000936253,1.10E-05,0.000943514,0.076224504,0.000958139,3
Belltown,rsva,2019_W20,0.00042183,6.44E-06,0.000421666,0.027568856,0.000421378,3
Broadview/Bitter Lake,rsva,2019_W20,6.77E-06,7.54E-10,6.78E-06,0.059491964,6.80E-06,1
Capitol Hill,rsva,2019_W20,0.003859716,0.000418533,0.00390912,0.033123059,0.004010119,3
Cascade/Eastlake,rsva,2019_W20,0.009466674,0.002193295,0.0094623,0.040909341,0.00945411,4
Cedar Park/Meadowbrook,rsva,2019_W20,0.000313467,1.02E-05,0.000316377,0.009157719,0.000322291,2
Central Area/Squire Park,rsva,2019_W20,0.002886336,0.000524112,0.002887818,0.015824464,0.002891025,3
Columbia City,rsva,2019_W20,0.008818901,0.002169117,0.008824782,0.035675107,0.0088371,4
Downtown Commercial Core,rsva,2019_W20,2.05E-06,1.50E-09,2.12E-06,0.002273887,2.28E-06,1
Duwamish/SODO,rsva,2019_W20,0.014397083,0.002327357,0.014396714,0.088922422,0.014397117,4
Fauntleroy/Seaview,rsva,2019_W20,0.00336286,0.00022789,0.003363099,0.049480985,0.003364034,3
First Hill,rsva,2019_W20,0.018128903,0.006478013,0.018140725,0.050502773,0.018165278,4
Fremont,rsva,2019_W20,0.01450755,0.004428677,0.014504172,0.047533025,0.014498126,4
Georgetown,rsva,2019_W20,0.0044625,0.000283048,0.004465244,0.069930888,0.004471226,3
Green Lake,rsva,2019_W20,0.006341085,0.000673444,0.006341076,0.059581386,0.006341679,4
Greenwood/Phinney Ridge,rsva,2019_W20,0.003773718,0.000731317,0.003786718,0.019076416,0.003813241,3
Haller Lake,rsva,2019_W20,0.000556757,2.60E-06,0.000562704,0.111650154,0.000574716,3
High Point,rsva,2019_W20,0.008231488,0.000891031,0.008239697,0.075460792,0.008256805,4
Highland Park,rsva,2019_W20,4.56E-06,2.11E-30,4.56E-06,9.41369E+18,4.57E-06,1
Interbay,rsva,2019_W20,0.01343993,0.00422299,0.013434147,0.042829419,0.013423209,4
Judkins Park,rsva,2019_W20,0.021158765,0.005126576,0.021158767,0.087212016,0.021160011,4
Laurelhurst/Sand Point,rsva,2019_W20,0.000139304,1.74E-06,0.00014371,0.009348125,0.000152953,2
Licton Springs,rsva,2019_W20,0.006217653,0.000428709,0.00622483,0.089365735,0.006239702,4
