CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
North Delridge,rsva,2018_W52,0.000380063,9.19E-07,0.000383896,0.147789221,0.000391703,2
Northgate/Maple Leaf,rsva,2018_W52,0.005589696,0.00156347,0.00559037,0.019947279,0.005592009,4
Olympic Hills/Victory Heights,rsva,2018_W52,0.001277247,7.68E-05,0.001278031,0.021114379,0.00127973,3
Pioneer Square/International District,rsva,2018_W52,0.008325893,0.002372706,0.008331154,0.029079666,0.008342136,4
Queen Anne,rsva,2018_W52,0.000367351,1.48E-05,0.000369828,0.008730843,0.000374927,2
Rainier Beach,rsva,2018_W52,0.000230183,1.38E-06,0.000234085,0.034787747,0.000242077,2
Ravenna/Bryant,rsva,2018_W52,0.000371179,1.24E-05,0.000371635,0.010958355,0.000372582,2
Riverview,rsva,2018_W52,0.000521111,9.81E-07,0.000521535,0.273725116,0.000522513,3
Roxhill/Westwood,rsva,2018_W52,6.16E-05,1.87E-08,6.20E-05,0.194712922,6.28E-05,2
Seward Park,rsva,2018_W52,1.18E-07,8.79E-14,1.23E-07,0.127573214,1.32E-07,1
South Beacon Hill/NewHolly,rsva,2018_W52,4.43E-06,7.84E-12,4.50E-06,2.248452664,4.66E-06,1
South Park,rsva,2018_W52,1.32E-07,1.30E-48,1.33E-07,1.22E+34,1.34E-07,1
Sunset Hill/Loyal Heights,rsva,2018_W52,3.68E-05,2.09E-07,3.84E-05,0.005077256,4.19E-05,2
University District,rsva,2018_W52,5.01E-05,6.72E-08,5.19E-05,0.030709499,5.56E-05,2
Wallingford,rsva,2018_W52,0.003478662,0.000903178,0.003481176,0.013327867,0.003486386,3
Wedgwood/View Ridge,rsva,2018_W52,0.01964698,0.006323947,0.019648887,0.060941379,0.019653614,4
West Seattle Junction/Genesee Hill,rsva,2018_W52,0.008289111,0.001155732,0.008288414,0.059371183,0.008287733,4
Whittier Heights,rsva,2018_W52,0.00125999,5.76E-05,0.00125983,0.02752268,0.001259665,3
Alki/Admiral,rsva,2019_W01,4.51E-06,2.51E-10,4.63E-06,0.069189932,4.89E-06,1
Arbor Heights,rsva,2019_W01,7.89E-05,1.28E-07,8.02E-05,0.044096273,8.30E-05,2
Ballard,rsva,2019_W01,0.00535149,0.000754852,0.005350792,0.037897508,0.005349843,4
Beacon Hill,rsva,2019_W01,2.82E-05,2.07E-09,2.88E-05,0.338795624,3.01E-05,2
Belltown,rsva,2019_W01,0.000616029,1.41E-05,0.000628162,0.024104607,0.000652968,3
Broadview/Bitter Lake,rsva,2019_W01,0.016849105,0.00326496,0.016869412,0.086236401,0.016911048,4
Capitol Hill,rsva,2019_W01,0.001301533,4.39E-05,0.001301163,0.038538891,0.001300615,3
Cascade/Eastlake,rsva,2019_W01,0.000872656,3.80E-05,0.000894588,0.017469845,0.000940505,3
Cedar Park/Meadowbrook,rsva,2019_W01,0.019459924,0.007108027,0.019462349,0.053189613,0.019467997,4
Central Area/Squire Park,rsva,2019_W01,0.008853752,0.002581331,0.008852775,0.030351337,0.008851265,4
Columbia City,rsva,2019_W01,0.001125506,4.03E-05,0.001127026,0.031088819,0.00113027,3
Downtown Commercial Core,rsva,2019_W01,0.00308426,0.000301323,0.003108333,0.030185996,0.003158292,3
Duwamish/SODO,rsva,2019_W01,0.011252295,0.001157721,0.011250343,0.109240485,0.011247531,4
Fauntleroy/Seaview,rsva,2019_W01,0.022938002,0.005677526,0.022927901,0.092779753,0.022908991,4
First Hill,rsva,2019_W01,0.003794432,0.000610187,0.003802497,0.023278051,0.003818919,3
Fremont,rsva,2019_W01,0.005416822,0.001096267,0.005419287,0.026658045,0.00542456,4
Georgetown,rsva,2019_W01,6.54E-06,6.92E-11,6.65E-06,0.553277923,6.89E-06,1
Green Lake,rsva,2019_W01,0.009475985,0.001452555,0.00947746,0.061658268,0.009481164,4
Greenwood/Phinney Ridge,rsva,2019_W01,0.000501961,1.12E-05,0.000504905,0.021683267,0.000511037,3
Haller Lake,rsva,2019_W01,0.000103286,2.86E-08,0.000105142,0.334888444,0.000108914,2
High Point,rsva,2019_W01,0.011151505,0.001399288,0.011149744,0.088779649,0.011147219,4
Highland Park,rsva,2019_W01,3.32E-07,6.55E-46,3.32E-07,1.53E+32,3.35E-07,1
Interbay,rsva,2019_W01,0.003586925,0.000538322,0.003586455,0.023875371,0.00358581,3
Judkins Park,rsva,2019_W01,0.036196022,0.011083765,0.036209146,0.117836643,0.036237178,5
Laurelhurst/Sand Point,rsva,2019_W01,0.002815809,0.000199001,0.002815181,0.039792012,0.002814246,3
Licton Springs,rsva,2019_W01,2.22E-06,6.51E-12,2.28E-06,0.627037883,2.43E-06,1
Madison Park,rsva,2019_W01,3.53E-05,8.87E-10,3.57E-05,1.300402035,3.66E-05,2
Madrona/Leschi,rsva,2019_W01,0.015650559,0.002671675,0.01564741,0.091632705,0.015642281,4
Magnolia,rsva,2019_W01,3.95E-05,1.05E-08,4.02E-05,0.134539599,4.15E-05,2
Miller Park,rsva,2019_W01,3.68E-05,1.65E-08,3.75E-05,0.072756702,3.91E-05,2
Montlake/Portage Bay,rsva,2019_W01,0.001032739,3.66E-05,0.001039145,0.02803591,0.001052286,3
Mt. Baker/North Rainier,rsva,2019_W01,0.000123154,2.94E-07,0.000125608,0.045964816,0.000130664,2
NA,rsva,2019_W01,5.79E-07,2.44E-46,5.80E-07,1.25E+33,5.84E-07,1
North Beach/Blue Ridge,rsva,2019_W01,0.000482804,4.25E-06,0.000490414,0.050026128,0.00050585,3
North Beacon Hill/Jefferson Park,rsva,2019_W01,0.016807562,0.003318256,0.016827926,0.084429733,0.016869309,4
North Capitol Hill,rsva,2019_W01,2.66E-07,9.46E-46,2.66E-07,6.81E+31,2.68E-07,1
North Delridge,rsva,2019_W01,0.000817189,4.95E-06,0.000823442,0.128683003,0.000836165,3
Northgate/Maple Leaf,rsva,2019_W01,0.007626073,0.002335545,0.007625298,0.024887498,0.007624122,4
Olympic Hills/Victory Heights,rsva,2019_W01,0.002337968,0.000235194,0.002337814,0.023199367,0.002337729,3
Pioneer Square/International District,rsva,2019_W01,0.013489567,0.004472325,0.013494325,0.040566427,0.013504456,4
Queen Anne,rsva,2019_W01,0.000855662,6.73E-05,0.000859546,0.010587638,0.000867542,3
Rainier Beach,rsva,2019_W01,0.000517514,7.34E-06,0.000524344,0.03377145,0.000538272,3
Ravenna/Bryant,rsva,2019_W01,0.00072781,4.58E-05,0.000728035,0.011526621,0.000728557,3
Riverview,rsva,2019_W01,0.001034848,4.81E-06,0.001035203,0.221156126,0.001036141,3
Roxhill/Westwood,rsva,2019_W01,0.000141581,1.26E-07,0.000142273,0.154020229,0.000143689,2
Seward Park,rsva,2019_W01,3.76E-07,1.13E-12,3.89E-07,0.102673967,4.16E-07,1
South Beacon Hill/NewHolly,rsva,2019_W01,1.04E-05,6.93E-11,1.05E-05,1.414475819,1.08E-05,2
South Park,rsva,2019_W01,2.58E-07,9.93E-46,2.58E-07,6.11E+31,2.60E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W01,0.000124435,1.81E-06,0.000129083,0.006976705,0.000138949,2
University District,rsva,2019_W01,0.00012056,4.38E-07,0.000124166,0.028069987,0.000131611,2
Wallingford,rsva,2019_W01,0.004141851,0.00114916,0.004149216,0.014764032,0.00416419,3
Wedgwood/View Ridge,rsva,2019_W01,0.030171889,0.010803258,0.030164624,0.084298501,0.030151367,5
West Seattle Junction/Genesee Hill,rsva,2019_W01,0.012424468,0.002254777,0.012422352,0.068420042,0.012419022,4
Whittier Heights,rsva,2019_W01,0.002043313,0.000153823,0.002042956,0.027103832,0.002042462,3
Alki/Admiral,rsva,2019_W02,1.34E-05,2.50E-09,1.38E-05,0.062760772,1.44E-05,2
Arbor Heights,rsva,2019_W02,0.0002051,8.95E-07,0.000207911,0.043345578,0.000213591,2
Ballard,rsva,2019_W02,0.009452033,0.001850166,0.00944922,0.048295091,0.009444238,4
Beacon Hill,rsva,2019_W02,6.62E-05,1.54E-08,6.73E-05,0.254488263,6.97E-05,2
Belltown,rsva,2019_W02,0.001430042,6.76E-05,0.00145056,0.027860717,0.001492212,3
Broadview/Bitter Lake,rsva,2019_W02,0.028316325,0.006926128,0.028314623,0.115653714,0.028312883,5
Capitol Hill,rsva,2019_W02,0.002440337,0.000147195,0.002440284,0.040359197,0.002440476,3
Cascade/Eastlake,rsva,2019_W02,0.002731384,0.000241797,0.002781603,0.027872058,0.002885818,3
Cedar Park/Meadowbrook,rsva,2019_W02,0.029232533,0.01136707,0.029226689,0.075194811,0.029216135,5
Central Area/Squire Park,rsva,2019_W02,0.015029286,0.005102971,0.015024193,0.044303566,0.015014656,4
Columbia City,rsva,2019_W02,0.001827819,0.000108917,0.001829244,0.030462782,0.001832346,3
Downtown Commercial Core,rsva,2019_W02,0.007440898,0.001220196,0.007479858,0.044017683,0.007560387,4
Duwamish/SODO,rsva,2019_W02,0.018314519,0.002637786,0.018308696,0.127158145,0.01829854,4
Fauntleroy/Seaview,rsva,2019_W02,0.024354581,0.005986409,0.024343094,0.099212538,0.024321446,4
First Hill,rsva,2019_W02,0.007945525,0.001858906,0.007949667,0.03381706,0.007958438,4
Fremont,rsva,2019_W02,0.007014094,0.001580351,0.007022007,0.03089282,0.007038209,4
Georgetown,rsva,2019_W02,1.68E-05,6.28E-10,1.71E-05,0.408326512,1.76E-05,2
Green Lake,rsva,2019_W02,0.013053158,0.002432688,0.013065683,0.069557948,0.013091497,4
Greenwood/Phinney Ridge,rsva,2019_W02,0.001173551,5.40E-05,0.001178596,0.024850287,0.001189093,3
Haller Lake,rsva,2019_W02,0.000225248,1.81E-07,0.000228545,0.257087519,0.000235214,2
High Point,rsva,2019_W02,0.016783399,0.002748117,0.016779062,0.102477127,0.016771668,4
Highland Park,rsva,2019_W02,6.41E-07,4.70E-43,6.42E-07,8.04E+29,6.45E-07,1
Interbay,rsva,2019_W02,0.006656329,0.001408654,0.006655264,0.031435971,0.006653586,4
Judkins Park,rsva,2019_W02,0.044043143,0.013961333,0.044053578,0.138609938,0.044076599,5
Laurelhurst/Sand Point,rsva,2019_W02,0.005634927,0.000661458,0.005633458,0.047977083,0.005631046,4
Licton Springs,rsva,2019_W02,6.25E-06,6.92E-11,6.42E-06,0.477523117,6.78E-06,1
Madison Park,rsva,2019_W02,7.66E-05,6.33E-09,7.73E-05,0.869010937,7.88E-05,2
Madrona/Leschi,rsva,2019_W02,0.025468187,0.005530233,0.025460074,0.117330697,0.025445476,4
Magnolia,rsva,2019_W02,9.98E-05,7.99E-08,0.000101191,0.114840721,0.000103974,2
Miller Park,rsva,2019_W02,9.32E-05,1.22E-07,9.48E-05,0.064304189,9.80E-05,2
Montlake/Portage Bay,rsva,2019_W02,0.002287599,0.000155441,0.002296845,0.03283652,0.002315825,3
Mt. Baker/North Rainier,rsva,2019_W02,0.00035719,2.27E-06,0.00036303,0.051038399,0.000375007,2
NA,rsva,2019_W02,1.11E-06,1.88E-43,1.11E-06,6.08E+30,1.12E-06,1
North Beach/Blue Ridge,rsva,2019_W02,0.000991991,1.91E-05,0.001003526,0.048107972,0.001026807,3
North Beacon Hill/Jefferson Park,rsva,2019_W02,0.032903818,0.008696338,0.032900079,0.124420375,0.03289434,5
North Capitol Hill,rsva,2019_W02,5.14E-07,6.61E-43,5.15E-07,3.69E+29,5.18E-07,1
North Delridge,rsva,2019_W02,0.001747327,2.42E-05,0.001756625,0.121839913,0.00177555,3
Northgate/Maple Leaf,rsva,2019_W02,0.010679922,0.003508037,0.010676782,0.032533583,0.010670992,4
Olympic Hills/Victory Heights,rsva,2019_W02,0.004210347,0.000631223,0.004208906,0.028087819,0.004206358,3
Pioneer Square/International District,rsva,2019_W02,0.022644627,0.008369164,0.022644006,0.061222968,0.022643709,4
Queen Anne,rsva,2019_W02,0.001974999,0.000268585,0.001980333,0.014280672,0.001991338,3
Rainier Beach,rsva,2019_W02,0.001156687,3.53E-05,0.001167773,0.035864229,0.001190296,3
Ravenna/Bryant,rsva,2019_W02,0.001412309,0.000148722,0.00141198,0.013400717,0.001411451,3
Riverview,rsva,2019_W02,0.002043395,2.14E-05,0.002043096,0.194205666,0.002042892,3
Roxhill/Westwood,rsva,2019_W02,0.000323511,7.80E-07,0.00032465,0.130770477,0.00032699,2
Seward Park,rsva,2019_W02,1.19E-06,1.36E-11,1.23E-06,0.086955521,1.30E-06,1
South Beacon Hill/NewHolly,rsva,2019_W02,2.42E-05,5.75E-10,2.45E-05,0.940792819,2.51E-05,2
South Park,rsva,2019_W02,4.99E-07,6.91E-43,5.00E-07,3.32E+29,5.03E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W02,0.000418826,1.42E-05,0.000431473,0.010448865,0.000458075,3
University District,rsva,2019_W02,0.000288372,2.61E-06,0.000295415,0.027747974,0.000309841,2
Wallingford,rsva,2019_W02,0.005492492,0.001633329,0.00550574,0.018204661,0.005532686,4
Wedgwood/View Ridge,rsva,2019_W02,0.043039039,0.016306827,0.043029005,0.113639844,0.043010612,5
West Seattle Junction/Genesee Hill,rsva,2019_W02,0.017731161,0.003823025,0.017725893,0.082256829,0.017716474,4
Whittier Heights,rsva,2019_W02,0.003259204,0.000365414,0.003258534,0.029043959,0.003257498,3
Alki/Admiral,rsva,2019_W03,3.75E-05,2.18E-08,3.83E-05,0.057116884,4.00E-05,2
Arbor Heights,rsva,2019_W03,0.000500242,5.41E-06,0.000505466,0.043433923,0.000515983,3
Ballard,rsva,2019_W03,0.015124106,0.003717747,0.015119844,0.061542639,0.015112196,4
Beacon Hill,rsva,2019_W03,0.0001454,1.00E-07,0.000147528,0.192547545,0.000151838,2
Belltown,rsva,2019_W03,0.003105852,0.000272054,0.003134853,0.033599561,0.003193397,3
Broadview/Bitter Lake,rsva,2019_W03,0.041865867,0.011663077,0.041854948,0.150322966,0.04183531,5
Capitol Hill,rsva,2019_W03,0.004263353,0.000414086,0.004263774,0.043776957,0.004265047,3
Cascade/Eastlake,rsva,2019_W03,0.008001587,0.001275194,0.008096011,0.047004554,0.008290293,4
Cedar Park/Meadowbrook,rsva,2019_W03,0.039494471,0.015919304,0.039483384,0.09805314,0.039462587,5
Central Area/Squire Park,rsva,2019_W03,0.020937514,0.007682048,0.02093243,0.057089777,0.020923091,4
Columbia City,rsva,2019_W03,0.002755411,0.000248655,0.002755773,0.030443861,0.002756783,3
Downtown Commercial Core,rsva,2019_W03,0.016637652,0.004020943,0.016690773,0.067554915,0.016800121,4
Duwamish/SODO,rsva,2019_W03,0.027186561,0.004973868,0.027177227,0.148649653,0.027160466,5
Fauntleroy/Seaview,rsva,2019_W03,0.02357385,0.005660609,0.023563786,0.098276526,0.02354499,4
First Hill,rsva,2019_W03,0.015122985,0.004551003,0.015121459,0.050225805,0.01511916,4
Fremont,rsva,2019_W03,0.009051622,0.002233661,0.009066045,0.036309552,0.009095365,4
Georgetown,rsva,2019_W03,4.05E-05,5.01E-09,4.11E-05,0.301598583,4.22E-05,2
Green Lake,rsva,2019_W03,0.018190854,0.003957725,0.018224338,0.082641458,0.018292147,4
Greenwood/Phinney Ridge,rsva,2019_W03,0.002567866,0.000218066,0.002575319,0.029687468,0.002590837,3
Haller Lake,rsva,2019_W03,0.000460798,9.90E-07,0.000466078,0.200023657,0.000476721,3
High Point,rsva,2019_W03,0.022740394,0.00447603,0.022733181,0.11556306,0.022720288,4
Highland Park,rsva,2019_W03,1.16E-06,2.84E-40,1.16E-06,4.42E+27,1.17E-06,1
Interbay,rsva,2019_W03,0.011195851,0.003017899,0.011196426,0.041472432,0.011198232,4
Judkins Park,rsva,2019_W03,0.053065134,0.017369987,0.053066177,0.161927971,0.053070766,5
Laurelhurst/Sand Point,rsva,2019_W03,0.010456179,0.001820262,0.010454248,0.060027957,0.010451179,4
Licton Springs,rsva,2019_W03,1.65E-05,6.50E-10,1.69E-05,0.362588295,1.78E-05,2
Madison Park,rsva,2019_W03,0.00015582,3.95E-08,0.000157015,0.583754399,0.00015945,2
Madrona/Leschi,rsva,2019_W03,0.036817859,0.009289023,0.03680767,0.145970541,0.036789355,5
Magnolia,rsva,2019_W03,0.00023663,5.28E-07,0.000239266,0.099084876,0.000244658,2
Miller Park,rsva,2019_W03,0.000221588,7.86E-07,0.000224659,0.057562679,0.000230886,2
Montlake/Portage Bay,rsva,2019_W03,0.004732552,0.000548836,0.004743342,0.040213385,0.004765589,4
Mt. Baker/North Rainier,rsva,2019_W03,0.000971862,1.52E-05,0.000984304,0.057860913,0.001009716,3
NA,rsva,2019_W03,2.01E-06,1.20E-40,2.01E-06,3.11E+28,2.02E-06,1
North Beach/Blue Ridge,rsva,2019_W03,0.001908519,7.26E-05,0.001923455,0.047862318,0.001953505,3
North Beacon Hill/Jefferson Park,rsva,2019_W03,0.057406429,0.018089617,0.057389707,0.182277324,0.057358951,5
North Capitol Hill,rsva,2019_W03,9.34E-07,3.89E-40,9.35E-07,2.09E+27,9.39E-07,1
North Delridge,rsva,2019_W03,0.003501073,0.000100774,0.003512541,0.119018682,0.00353598,3
Northgate/Maple Leaf,rsva,2019_W03,0.013687067,0.004741663,0.013683022,0.039534418,0.01367551,4
Olympic Hills/Victory Heights,rsva,2019_W03,0.006959546,0.001393345,0.0069571,0.034778264,0.006952667,4
Pioneer Square/International District,rsva,2019_W03,0.035161734,0.013962237,0.035154677,0.088572644,0.035141884,5
Queen Anne,rsva,2019_W03,0.004235668,0.00087904,0.004241569,0.020223025,0.004253813,3
Rainier Beach,rsva,2019_W03,0.002420714,0.000142719,0.002435912,0.039547189,0.00246673,3
Ravenna/Bryant,rsva,2019_W03,0.002543019,0.000400039,0.002542038,0.016172746,0.002540271,3
Riverview,rsva,2019_W03,0.003780288,8.13E-05,0.003778545,0.175638794,0.003775679,3
Roxhill/Westwood,rsva,2019_W03,0.000693392,4.18E-06,0.00069498,0.11302539,0.000698279,3
Seward Park,rsva,2019_W03,3.53E-06,1.44E-10,3.63E-06,0.073358344,3.84E-06,1
South Beacon Hill/NewHolly,rsva,2019_W03,5.30E-05,4.19E-09,5.35E-05,0.626242407,5.46E-05,2
South Park,rsva,2019_W03,9.07E-07,4.05E-40,9.08E-07,1.89E+27,9.12E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W03,0.001321963,9.49E-05,0.001352142,0.016252882,0.001415029,3
University District,rsva,2019_W03,0.000646795,1.33E-05,0.000659065,0.02816115,0.000684007,3
Wallingford,rsva,2019_W03,0.007677522,0.002469367,0.007695575,0.023537496,0.007732384,4
Wedgwood/View Ridge,rsva,2019_W03,0.050612306,0.019584924,0.050601437,0.13083663,0.050581588,5
West Seattle Junction/Genesee Hill,rsva,2019_W03,0.022020094,0.005280685,0.022010593,0.091921305,0.021992845,4
Whittier Heights,rsva,2019_W03,0.004778884,0.000727476,0.004779016,0.031333609,0.004779664,4
Alki/Admiral,rsva,2019_W04,9.21E-05,1.56E-07,9.38E-05,0.049041632,9.72E-05,2
Arbor Heights,rsva,2019_W04,0.001070767,2.62E-05,0.001078834,0.041775271,0.001095046,3
Ballard,rsva,2019_W04,0.019901735,0.005703721,0.019898906,0.069416636,0.019894294,4
Beacon Hill,rsva,2019_W04,0.000280543,5.31E-07,0.000283878,0.137936231,0.000290614,2
Belltown,rsva,2019_W04,0.005883795,0.000848661,0.00591354,0.039592581,0.005973447,4
Broadview/Bitter Lake,rsva,2019_W04,0.048326982,0.014245885,0.048314611,0.163990934,0.048292255,5
Capitol Hill,rsva,2019_W04,0.006452996,0.000913689,0.006453431,0.045476214,0.006454845,4
Cascade/Eastlake,rsva,2019_W04,0.020425861,0.005120042,0.020547647,0.078763083,0.020796308,4
Cedar Park/Meadowbrook,rsva,2019_W04,0.040102939,0.016417123,0.040090484,0.09804966,0.04006698,5
Central Area/Squire Park,rsva,2019_W04,0.021886873,0.008325163,0.021880533,0.057581961,0.021868687,4
Columbia City,rsva,2019_W04,0.003580763,0.000450002,0.003580188,0.028464102,0.003579353,3
Downtown Commercial Core,rsva,2019_W04,0.031703513,0.00999174,0.031760081,0.099501803,0.031876133,5
Duwamish/SODO,rsva,2019_W04,0.03372113,0.00727626,0.033709252,0.15636207,0.033687641,5
Fauntleroy/Seaview,rsva,2019_W04,0.019093027,0.004428747,0.019091026,0.082248369,0.019088253,4
First Hill,rsva,2019_W04,0.023600267,0.008285182,0.023594374,0.067253363,0.02358359,4
Fremont,rsva,2019_W04,0.010813249,0.002911922,0.010831369,0.039733588,0.01086815,4
Georgetown,rsva,2019_W04,8.58E-05,3.27E-08,8.68E-05,0.209528776,8.88E-05,2
Green Lake,rsva,2019_W04,0.024356136,0.006074059,0.024406296,0.096428986,0.024507759,4
Greenwood/Phinney Ridge,rsva,2019_W04,0.004904817,0.00068656,0.00491369,0.034627182,0.004932203,4
Haller Lake,rsva,2019_W04,0.000827338,4.37E-06,0.000834608,0.148252913,0.000849243,3
High Point,rsva,2019_W04,0.026504006,0.005919647,0.026495068,0.118724084,0.026478841,5
Highland Park,rsva,2019_W04,1.85E-06,1.31E-37,1.85E-06,2.44E+25,1.86E-06,1
Interbay,rsva,2019_W04,0.016225107,0.005158645,0.016230961,0.05087555,0.016243509,4
Judkins Park,rsva,2019_W04,0.05655343,0.019017319,0.056544964,0.168147711,0.056530593,5
Laurelhurst/Sand Point,rsva,2019_W04,0.016630013,0.003872828,0.016629709,0.071320791,0.016630184,4
Licton Springs,rsva,2019_W04,3.84E-05,5.01E-09,3.92E-05,0.257892152,4.09E-05,2
Madison Park,rsva,2019_W04,0.000278354,2.01E-07,0.000280071,0.370283587,0.000283574,2
Madrona/Leschi,rsva,2019_W04,0.042419126,0.011711809,0.042402462,0.153791277,0.042371281,5
Magnolia,rsva,2019_W04,0.000492381,2.82E-06,0.000496819,0.081299458,0.00050588,3
Miller Park,rsva,2019_W04,0.000462507,4.08E-06,0.000467551,0.049108456,0.000477752,3
Montlake/Portage Bay,rsva,2019_W04,0.008508752,0.001498053,0.008517683,0.047969456,0.008536351,4
Mt. Baker/North Rainier,rsva,2019_W04,0.002320808,8.07E-05,0.002342823,0.063116895,0.002387663,3
NA,rsva,2019_W04,3.18E-06,5.90E-38,3.18E-06,1.61E+26,3.19E-06,1
North Beach/Blue Ridge,rsva,2019_W04,0.003210709,0.000217028,0.003225712,0.046159689,0.003255906,3
North Beacon Hill/Jefferson Park,rsva,2019_W04,0.079118886,0.027403524,0.079096288,0.228569893,0.079054347,5
North Capitol Hill,rsva,2019_W04,1.49E-06,1.76E-37,1.49E-06,1.18E+25,1.50E-06,1
North Delridge,rsva,2019_W04,0.006142985,0.000330758,0.006153966,0.112640649,0.006176675,4
Northgate/Maple Leaf,rsva,2019_W04,0.015035291,0.005428994,0.015031636,0.041656193,0.015024967,4
Olympic Hills/Victory Heights,rsva,2019_W04,0.009690766,0.002368012,0.009686937,0.039693659,0.009679831,4
Pioneer Square/International District,rsva,2019_W04,0.044034307,0.018268065,0.04402303,0.106207428,0.04400202,5
Queen Anne,rsva,2019_W04,0.007796833,0.002189829,0.007801565,0.027634487,0.007811542,4
Rainier Beach,rsva,2019_W04,0.004427928,0.000451694,0.004443689,0.042464336,0.004475705,3
Ravenna/Bryant,rsva,2019_W04,0.003932498,0.000832145,0.003931099,0.018594112,0.003928555,3
Riverview,rsva,2019_W04,0.006123123,0.000244192,0.006120855,0.153389342,0.006117168,4
Roxhill/Westwood,rsva,2019_W04,0.001304146,1.80E-05,0.001306125,0.09354313,0.001310294,3
Seward Park,rsva,2019_W04,9.22E-06,1.27E-09,9.45E-06,0.057922767,9.93E-06,2
South Beacon Hill/NewHolly,rsva,2019_W04,0.000101707,2.49E-08,0.000102595,0.391894454,0.000104402,2
South Park,rsva,2019_W04,1.45E-06,1.83E-37,1.45E-06,1.07E+25,1.45E-06,1
Sunset Hill/Loyal Heights,rsva,2019_W04,0.003657418,0.000495215,0.003713759,0.024800999,0.003829979,3
University District,rsva,2019_W04,0.001272013,5.42E-05,0.001289592,0.027604359,0.001325091,3
Wallingford,rsva,2019_W04,0.010374754,0.003634092,0.010393502,0.029295411,0.010431766,4
Wedgwood/View Ridge,rsva,2019_W04,0.043682494,0.016878262,0.043669223,0.113145862,0.043644329,5
West Seattle Junction/Genesee Hill,rsva,2019_W04,0.022282499,0.00570604,0.02227651,0.087034416,0.022265799,4
Whittier Heights,rsva,2019_W04,0.006234535,0.001196358,0.00623753,0.032353391,0.006243942,4
Alki/Admiral,rsva,2019_W05,0.000204279,9.27E-07,0.00020746,0.041116962,0.000213999,2
Arbor Heights,rsva,2019_W05,0.002069835,0.000103807,0.002080422,0.039995181,0.002101727,3
Ballard,rsva,2019_W05,0.023179514,0.007377227,0.023183218,0.072688852,0.023191748,4
Beacon Hill,rsva,2019_W05,0.000489292,2.33E-06,0.000493991,0.09683189,0.000503475,3
Belltown,rsva,2019_W05,0.009928244,0.002089555,0.00994786,0.046588535,0.009987621,4
Broadview/Bitter Lake,rsva,2019_W05,0.043141134,0.012828482,0.043127214,0.14517808,0.043101481,5
Capitol Hill,rsva,2019_W05,0.008612997,0.001628591,0.008612267,0.045502837,0.008611424,4
Cascade/Eastlake,rsva,2019_W05,0.046073077,0.015741997,0.046162346,0.13327568,0.046344385,5
Cedar Park/Meadowbrook,rsva,2019_W05,0.031980261,0.013062847,0.031983416,0.078185997,0.031990966,5
Central Area/Squire Park,rsva,2019_W05,0.01943717,0.007474527,0.019433469,0.050554221,0.019426826,4
Columbia City,rsva,2019_W05,0.004282433,0.000698538,0.00428301,0.026190273,0.004284503,3
Downtown Commercial Core,rsva,2019_W05,0.053412229,0.019911768,0.053455103,0.142509666,0.053543521,5
Duwamish/SODO,rsva,2019_W05,0.036507046,0.008827801,0.036498362,0.150974485,0.036483179,5
Fauntleroy/Seaview,rsva,2019_W05,0.014113599,0.003136578,0.014123255,0.06317656,0.014143596,4
First Hill,rsva,2019_W05,0.030301321,0.011650842,0.03029376,0.078846872,0.030279816,5
Fremont,rsva,2019_W05,0.012612181,0.003706681,0.012628643,0.042554824,0.012662154,4
Georgetown,rsva,2019_W05,0.00016425,1.79E-07,0.000165879,0.141585185,0.000169195,2
Green Lake,rsva,2019_W05,0.032324685,0.009147734,0.032373908,0.113128338,0.032473944,5
Greenwood/Phinney Ridge,rsva,2019_W05,0.008358508,0.001720045,0.008367878,0.04030702,0.008387485,4
Haller Lake,rsva,2019_W05,0.001341909,1.59E-05,0.001350841,0.108322963,0.001368842,3
High Point,rsva,2019_W05,0.027564886,0.00673558,0.027560226,0.112765419,0.027552545,5
Highland Park,rsva,2019_W05,2.66E-06,4.65E-35,2.66E-06,1.43E+23,2.67E-06,1
Interbay,rsva,2019_W05,0.021675317,0.007734178,0.021688645,0.060481161,0.021716294,4
Judkins Park,rsva,2019_W05,0.055205354,0.018937019,0.055192548,0.16098279,0.055169388,5
Laurelhurst/Sand Point,rsva,2019_W05,0.023919554,0.006847123,0.023923846,0.083380316,0.023933847,4
Licton Springs,rsva,2019_W05,8.06E-05,3.26E-08,8.21E-05,0.177542498,8.53E-05,2
Madison Park,rsva,2019_W05,0.000449471,8.50E-07,0.000451803,0.229424002,0.000456576,3
Madrona/Leschi,rsva,2019_W05,0.041287206,0.012028111,0.04127082,0.14187127,0.0412401,5
